Rank,Rikishi,Heya,Shusshin,Birth Date,Height/Weight,Result
J14e,Kashiwayama,Yamashina,Niigata,12.04.1901,174 cm 86 kg,4-2
J14w,Meijino,-,-,,,1-4
J15e,Kishinomatsu#,-,-,,,3-2
J15w,Senzan#,-,-,,,0-4-1d
J1e,Kishinomatsu#,-,-,,,3-3
J1w,Naranishiki,Minatogawa,Akita,10.03.1894,171 cm 86 kg,6-2-1d Y
J2e,Chibanohama,Dewanoumi,Tokyo,,,2-2-1a
J2w,Miyagiyama,Izutsu,Miyagi,13.10.1889,174 cm 98 kg,0-0
J3e,Chibanooto#,-,-,,,1-4
J3w,Shimizugawa,Hatachiyama,Aomori,13.01.1900,177 cm 97 kg,4-3
J4e,Saganoyama,-,-,,,2-3
J4w,Yamanishiki,Dewanoumi,Osaka,17.04.1898,173 cm 107 kg,5-2
J5e,Itsubayama,-,-,,,3-2
J5w,Raigaume#,-,-,,,2-2-1a
J6e,Kirinohana,Hatachiyama,Tokyo,,,3-1-1d
J6w,Wakadachi,Takasago,Toyama,19.07.1898,171 cm 90 kg,2-3
J7e,Orochiyama,Nishikijima,Akita,26.12.1897,179 cm 94 kg,4-1
J7w,Aoiryu#,-,-,,,3-2
J8e,Sakahoko,Izutsu,Kagoshima,25.10.1894,173 cm 86 kg,2-3
J8w,Oiwazaki#,-,-,,,4-1
J9e,Ichigashima,-,-,,,1-4
J9w,Edogasaki,-,-,,,3-2
J10e,Hitachiiwa,Dewanoumi,Tokyo,09.03.1900,173 cm 115 kg,3-2
J10w,Datenoya,Dewanoumi,Yamagata,27.04.1888,176 cm 94 kg,2-3
J11e,Aobayama,-,-,,,1-4
J11w,Kaigetsu,Hanakago,Fukuoka,02.02.1899,169 cm 90 kg,0-5
J12e,Hakurozan#,Hakkaku,Tokyo,,,4-1
J12w,Ayazakura,Dewanoumi,Aomori,11.03.1898,170 cm 113 kg,2-3
J13e,Ashidagawa,-,-,,,2-2-1d
J13w,Ichinohama,Izutsu,Hokkaido,20.04.1897,175 cm 83 kg,1-3-1a
J14e,Masaiwa#,-,-,,,2-3
J14w,Iwakiyama,Yamashina,Yamagata,18.11.1895,173 cm 90 kg,2-3
J15e,Nishikinada,Izutsu,Kagawa,19.09.1888,174 cm 112 kg,0-0
J15w,Ikutagawa,-,-,,,2-3
J1e,Kogotayama,Isenoumi,Miyagi,26.01.1893,165 cm 83 kg,0-0
J1w,Wakahitachi,Dewanoumi,Shimane,16.04.1896,173 cm 116 kg,3-0
J2e,Mutsunohana,-,-,,,4-5
J2w,Dewagatake,Dewanoumi,Yamagata,20.12.1902,203 cm 180 kg,3-4
J3e,Kirinohana,Hatachiyama,Tokyo,,,3-5
J3w,Ibukiyama,Dewanoumi,Shiga,03.01.1895,189 cm 116 kg,3-5
J4e,Shimizugawa,Hatachiyama,Aomori,13.01.1900,177 cm 97 kg,6-3
J4w,Itsubayama,-,-,,,3-4
J5e,Sotogahama,Dewanoumi,Aomori,27.08.1897,174 cm 92 kg,4-3
J5w,Tomonoura,Dewanoumi,Okayama,16.03.1893,166 cm 90 kg,0-5-1d
J6e,Hananoyama,-,-,,,2-4
J6w,Raigaume#,-,-,,,3-4
J7e,Hakurozan#,Hakkaku,Tokyo,,,3-3
J7w,Asanomori,Izutsu,Osaka,04.01.1896,176 cm 105 kg,3-3
J8e,Nishikinada,Izutsu,Kagoshima,05.07.1900,176 cm 111 kg,3-3
J8w,Hitachidake,Dewanoumi,Hiroshima,06.04.1899,177 cm 88 kg,4-2
J9e,Yodogawa,-,-,,,2-4
J9w,Ichinohama,Izutsu,Hokkaido,20.04.1897,175 cm 83 kg,6-0 Y
J10e,Asahiiwa,Ikazuchi,Tokyo,,,3-3
J10w,Edogasaki,-,-,,,2-5
J11e,Oiwazaki#,-,-,,,3-3
J11w,Aoiryu#,-,-,,,3-3
J12e,Chibanohama,Dewanoumi,Tokyo,,,1-5
J12w,Wakadachi,Takasago,Toyama,19.07.1898,171 cm 90 kg,3-1-2d
J13e,Inenomori,Dewanoumi,Kumamoto,17.05.1899,173 cm 94 kg,4-2
J13w,Shiogahama,Takasago,Aomori,08.12.1897,170 cm 90 kg,4-2
J14e,Kenrokuzan,Tatsunami,Ishikawa,20.02.1899,183 cm 98 kg,4-2
J14w,Wakachidori,-,-,,,3-2-1d
J15e,Koganeyama,Dewanoumi,Tokyo,,,3-3
J15w,Ichigashima,-,-,,,0-3
J1e,Dewagatake,Dewanoumi,Yamagata,20.12.1902,203 cm 180 kg,5-1-1a
J1w,Tachinoumi,Takasago,Shimane,25.07.1894,174 cm 88 kg,0-0
J2e,Inenomori,Dewanoumi,Kumamoto,17.05.1899,173 cm 94 kg,3-3-1a
J2w,Asaarashi,-,-,,,2-4
J3e,Raigaume#,-,-,,,3-3
J3w,Iwakigawa,-,-,,,2-4
J4e,Nishikinada,Izutsu,Kagoshima,05.07.1900,176 cm 111 kg,7-0 Y
J4w,Yoshinoyama,Tatsunami,Toyama,03.01.1896,175 cm 92 kg,5-2
J5e,Iwamidake#,-,-,,,2-4
J5w,Aoiryu#,-,-,,,1-5
J6e,Kenrokuzan,Tatsunami,Ishikawa,20.02.1899,183 cm 98 kg,4-1-1a
J6w,Rainomine,Tatsunami,Kanagawa,17.08.1903,187 cm 98 kg,5-1
J7e,Hakurozan#,Hakkaku,Tokyo,,,1-2-1a
J7w,Sasagamine,-,-,,,3-3
J8e,Taroyama,Takasago,Nagano,25.03.1901,180 cm 105 kg,5-1
J8w,Yahikoyama#,-,-,,,1-5
J9e,Mutsunohana,-,-,,,4-2
J9w,Onigatake#,-,-,,,0-1
J10e,Okachiyama#,-,-,,,2-4
J10w,Inazuma,-,-,,,3-3
J11e,Izuminada,Izutsu,Osaka,04.01.1896,176 cm 105 kg,3-3
J11w,Ibukiyama,Dewanoumi,Shiga,03.01.1895,189 cm 116 kg,3-3
J12e,Kiyonohana#,-,-,,,2-4
J12w,Odanoyama#,-,-,,,3-3
J13e,Saganoyama,-,-,,,1-5
J13w,Harenoumi,Tomozuna,Kochi,06.12.1898,176 cm 86 kg,4-2
J14e,Haruyama,Irumagawa,Tokyo,,,2-3-1a
J14w,Ikedagawa,Tatsunami,Toyama,11.08.1900,168 cm 101 kg,4-2
J15e,Shiogahama,Takasago,Aomori,08.12.1897,170 cm 90 kg,3-2-1a
J15w,Nadanohana,Dewanoumi,Hyogo,26.01.1902,170 cm 105 kg,2-4
J1e,Shinonome,Ikazuchi,Tokushima,09.05.1886,173 cm 105 kg,0-0
J1w,Onikaze,Dewanoumi,Hyogo,21.06.1899,165 cm 105 kg,4-3
J2e,Tamanishiki,Nishonoseki,Kochi,15.12.1903,173 cm 136 kg,5-2
J2w,Inazuma,-,-,,,3-5
J3e,Ibukiyama,Dewanoumi,Shiga,03.01.1895,189 cm 116 kg,4-1-2d-1a
J3w,Takaragawa,Tomozuna,Kochi,08.02.1899,173 cm 98 kg,2-4
J4e,Inenomori,Dewanoumi,Kumamoto,17.05.1899,173 cm 94 kg,4-2-1a
J4w,Iwamidake#,-,-,,,4-3
J5e,Raigaume#,-,-,,,2-3-1d
J5w,Oyazaki,-,-,,,4-1-1d
J6e,Koganoura,Miyagino,Fukuoka,03.10.1904,177 cm 101 kg,3-1-2a
J6w,Kenrokuzan,Tatsunami,Ishikawa,20.02.1899,183 cm 98 kg,5-0-1a Y
J7e,Odanoyama#,-,-,,,4-2
J7w,Kaigetsu,Hanakago,Fukuoka,02.02.1899,169 cm 90 kg,3-3
J8e,Asaarashi,-,-,,,2-1
J8w,Hakurozan#,Hakkaku,Tokyo,,,3-2-1d
J9e,Shiogahama,Takasago,Aomori,08.12.1897,170 cm 90 kg,3-3
J9w,Nadanohana,Dewanoumi,Hyogo,26.01.1902,170 cm 105 kg,0-4-1d-1a
J10e,Okachiyama#,-,-,,,0-6
J10w,Tsurugizan,Tatsunami,Toyama,01.01.1896,174 cm 94 kg,2-4
J11e,Harenoumi,Tomozuna,Kochi,06.12.1898,176 cm 86 kg,4-2
J11w,Hoshikabuto,Izutsu,Kagoshima,21.07.1902,176 cm 116 kg,3-3
J12e,Tokinokawa#,-,-,,,2-4
J12w,Nagaragawa,-,-,,,1-4-1a
J13e,Saganoshiro#,-,-,,,2-4
J13w,Yahikoyama#,-,-,,,2-3-1d
J14e,Iwakigawa,-,-,,,2-2-1d-1a
J14w,Mutsunohana,-,-,,,2-4
J15e,Shinkai,Dewanoumi,Akita,09.02.1904,174 cm 98 kg,4-2
J15w,Izuminada,Izutsu,Osaka,04.01.1896,176 cm 105 kg,4-2
J1e,Yarigatake,Dewanoumi,Nagano,28.12.1896,173 cm 86 kg,0-0
J1w,Ikedagawa,Tatsunami,Toyama,11.08.1900,168 cm 101 kg,5-3
J2e,Taroyama,Takasago,Nagano,25.03.1901,180 cm 105 kg,1-9
J2w,Koganoura,Miyagino,Fukuoka,03.10.1904,177 cm 101 kg,3-7
J3e,Wakadachi,Takasago,Toyama,19.07.1898,171 cm 90 kg,0-0
J3w,Takaragawa,Tomozuna,Kochi,08.02.1899,173 cm 98 kg,5-4
J4e,Onikaze,Dewanoumi,Hyogo,21.06.1899,165 cm 105 kg,4-4
J4w,Shinkai,Dewanoumi,Akita,09.02.1904,174 cm 98 kg,4-4
J5e,Ibukiyama,Dewanoumi,Shiga,03.01.1895,189 cm 116 kg,0-0
J5w,Hoshikabuto,Izutsu,Kagoshima,21.07.1902,176 cm 116 kg,7-0 Y
J6e,Shiogahama,Takasago,Aomori,08.12.1897,170 cm 90 kg,4-2
J6w,Iwakigawa,-,-,,,1-5
J7e,Midorisato,Tatsunami,Tokyo,,,1-5
J7w,Hatasegawa,Isegahama,Akita,01.06.1905,173 cm 86 kg,4-2
J8e,Tsurugidake,Tatsunami,Toyama,01.01.1896,174 cm 94 kg,5-1
J8w,Oyazaki,-,-,,,2-4
J9e,Torigamine,-,-,,,3-3
J9w,Iwamidake#,-,-,,,0-0
J10e,Tamaikari,Dewanoumi,Wakayama,29.03.1901,170 cm 105 kg,3-3
J10w,Odanoyama#,-,-,,,3-3
J1e,Minanogawa,Sadogatake,Ibaraki,17.09.1903,193 cm 154 kg,5-5-1
J1w,Hitachishima,Dewanoumi,Osaka,11.03.1897,173 cm 98 kg,4-5-2
J2e,Masagoiwa,Isenoumi,Miyagi,14.12.1897,174 cm 85 kg,0-3
J2w,Taroyama,Takasago,Nagano,25.03.1901,180 cm 105 kg,7-2
J3e,Ayaoni,Nakagawa,Shizuoka,17.06.1900,165 cm 130 kg,3-5
J3w,Koganoura,Miyagino,Fukuoka,03.10.1904,177 cm 101 kg,1-2
J4e,Onikaze,Dewanoumi,Hyogo,21.06.1899,165 cm 105 kg,0-0
J4w,Harenoumi,Tomozuna,Kochi,06.12.1898,176 cm 86 kg,5-4
J5e,Tamaikari,Dewanoumi,Wakayama,29.03.1901,170 cm 105 kg,1-1
J5w,Tateshio,Furiwake,Aomori,11.04.1903,174 cm 90 kg,2-4
J6e,Komanishiki,Dewanoumi,Osaka,02.12.1901,173 cm 107 kg,2-4
J6w,Iwakiyama,Yamashina,Yamagata,18.11.1895,173 cm 90 kg,4-2
J7e,Tochinohana,Kasugano,Tokyo,04.05.1902,185 cm 94 kg,2-4
J7w,Shinobuyama,Dewanoumi,Fukushima,06.06.1902,177 cm 103 kg,4-2
J8e,Hatasegawa,Isegahama,Akita,01.06.1905,173 cm 86 kg,6-0 Y
J8w,Takanami,Tatsunami,Hokkaido,18.08.1905,177 cm 90 kg,1-5
J9e,Kaigetsu,Hanakago,Fukuoka,02.02.1899,169 cm 90 kg,4-2
J9w,Raikozan,Isenoumi,Hokkaido,06.01.1900,,2-3-1
J10e,Tenryu,Dewanoumi,Shizuoka,01.11.1903,187 cm 116 kg,3-3
J10w,Koganeyama,Dewanoumi,Tokyo,,,3-3
J11e,Setoyama,Jinmaku,Fukuoka,11.02.1890,176 cm 105 kg,3-3
J11w,Torigamine,-,-,,,3-3
J12e,Shiogahama,Takasago,Aomori,08.12.1897,170 cm 90 kg,2-4
J12w,Inenomori,Dewanoumi,Kumamoto,17.05.1899,173 cm 94 kg,3-3
J1e,Ayanishiki,Oitekaze,Aomori,25.05.1892,173 cm 90 kg,3-8
J1w,Koganoura,Miyagino,Fukuoka,03.10.1904,177 cm 101 kg,5-6
J2e,Oshima,Dewanoumi,Osaka,05.08.1897,173 cm 94 kg,4-7
J2w,Setoyama,Jinmaku,Fukuoka,11.02.1890,176 cm 105 kg,4-7
J3e,Iwakiyama,Yamashina,Yamagata,18.11.1895,173 cm 90 kg,6-5
J3w,Shinobuyama,Dewanoumi,Fukushima,06.06.1902,177 cm 103 kg,7-4
J4e,Torigamine,-,-,,,6-5
J4w,Hitachishima,Dewanoumi,Osaka,11.03.1897,173 cm 98 kg,8-3
J5e,Azumazeki,Takasago,Kumamoto,06.11.1898,173 cm 120 kg,3-3-5
J5w,Nadanohana,Dewanoumi,Hyogo,26.01.1902,170 cm 105 kg,6-5
J6e,Ayaoni,Nakagawa,Shizuoka,17.06.1900,165 cm 130 kg,6-5
J6w,Otomegawa#,-,-,,,5-6
J7e,Wakashima,Dewanoumi,Wakayama,22.09.1906,179 cm 105 kg,9-2 Y
J7w,Wakashio,Michinoku,Fukuoka,10.08.1900,184 cm 116 kg,4-5-2
J8e,Arayama,Hanakago,Tottori,13.02.1902,179 cm 86 kg,3-8
J8w,Raikozan,Isenoumi,Hokkaido,06.01.1900,,5-6
J9e,Fujinosato,Dewanoumi,Aomori,10.04.1901,167 cm 105 kg,7-4
J9w,Oyazaki,-,-,,,5-6
J10e,Naminooto,Furiwake,Aomori,04.1903,164 cm 83 kg,2-9
J10w,Tateshio,Furiwake,Aomori,11.04.1903,174 cm 90 kg,0-9-2
J11e,Tsunenobori,Dewanoumi,Okayama,30.03.1905,174 cm 102 kg,7-4
J11w,Chigaiwa,Dewanoumi,Chiba,12.03.1902,171 cm 116 kg,6-5
J1e,Nadanohana,Dewanoumi,Hyogo,26.01.1902,170 cm 105 kg,7-4
J1w,Shimizugawa,Hatachiyama,Aomori,13.01.1900,177 cm 97 kg,11-0 Y
J2e,Asahibiki,Takasago,Ehime,03.01.1897,173 cm 90 kg,0-0
J2w,Torigamine,-,-,,,2-5-4
J3e,Shiogahama,Takasago,Aomori,08.12.1897,170 cm 90 kg,8-3
J3w,Harenoumi,Tomozuna,Kochi,06.12.1898,176 cm 86 kg,5-6
J4e,Wakasegawa,Isegahama,Akita,19.02.1903,167 cm 90 kg,7-4
J4w,Takanohana,Dewanoumi,Niigata,07.12.1902,183 cm 120 kg,3-7-1
J5e,Oshima,Dewanoumi,Osaka,05.08.1897,173 cm 94 kg,0-0
J5w,Oshio,Michinoku,Fukuoka,10.08.1900,184 cm 116 kg,6-5
J6e,Ayanonami,Minatogawa,Aomori,25.08.1901,170 cm 94 kg,6-5
J6w,Azumagata,Asahiyama,Osaka,23.05.1908,176 cm 140 kg,4-7
J7e,Kaigetsu,Hanakago,Fukuoka,02.02.1899,169 cm 90 kg,0-11
J7w,Fujinosato,Dewanoumi,Aomori,10.04.1901,167 cm 105 kg,7-4
J8e,Kinkazan,Onogawa,Hyogo,26.08.1900,176 cm 103 kg,6-5
J8w,Tokiwano,Dewanoumi,Nagasaki,27.01.1907,174 cm 94 kg,2-3-6
J9e,Kaikozan,Nishonoseki,Tokushima,16.03.1900,176 cm 128 kg,6-5
J9w,Oyazaki,-,-,,,0-0
J10e,Takanami,Tatsunami,Hokkaido,18.08.1905,177 cm 90 kg,4-7
J10w,Tochinomori,Dewanoumi,Tochigi,18.05.1900,173 cm 83 kg,4-7
J11e,Hakkenzan,Takasago,Aichi,06.07.1906,180 cm 94 kg,3-8
J11w,Ayazakura,Dewanoumi,Aomori,11.03.1898,170 cm 113 kg,10-1
J1e,Okitsuumi,Wakafuji,Fukuoka,28.05.1910,182 cm 116 kg,7-4
J1w,Asahikari,Asahiyama,Osaka,14.03.1900,167 cm 98 kg,0-0
J2e,Isenohama,Dewanoumi,Hyogo,26.01.1902,170 cm 105 kg,7-4
J2w,Ikedagawa,Tatsunami,Toyama,11.08.1900,168 cm 101 kg,4-7
J3e,Komanishiki,Dewanoumi,Osaka,02.12.1901,173 cm 107 kg,7-4
J3w,Hishuzan,Dewanoumi,Nagasaki,25.08.1906,180 cm 109 kg,7-4
J4e,Harenoumi,Tomozuna,Kochi,06.12.1898,176 cm 86 kg,4-7
J4w,Shiogahama,Takasago,Aomori,08.12.1897,170 cm 90 kg,3-8
J5e,Kinkazan,Onogawa,Hyogo,26.08.1900,176 cm 103 kg,5-6
J5w,Ayawaka,Dewanoumi,Aomori,20.11.1909,170 cm 82.5 kg,5-6
J6e,Tokiwano,Dewanoumi,Nagasaki,27.01.1907,174 cm 94 kg,9-2 Y
J6w,Choshinada,Dewanoumi,Chiba,12.03.1902,171 cm 116 kg,9-2
J7e,Takanohana,Dewanoumi,Niigata,07.12.1902,183 cm 120 kg,7-4
J7w,Azumazeki,Takasago,Kumamoto,06.11.1898,173 cm 120 kg,0-0
J8e,Takanami,Tatsunami,Hokkaido,18.08.1905,177 cm 90 kg,2-9
J8w,Yamatonishiki,Dewanoumi,Nara,03.01.1905,173 cm 124 kg,9-2
J9e,Kaishin#,Miyagino,Tokyo,,,5-6
J9w,Dewanohana,Dewanoumi,Ishikawa,01.03.1909,173 cm 110 kg,2-9
J10e,Banshinzan,Kagamiyama,Niigata,17.01.1909,184 cm 107 kg,3-8
J10w,Oshio,Michinoku,Fukuoka,10.08.1900,184 cm 116 kg,6-5
J11e,Torigamine,-,-,,,3-8
J11w,Tsunenobori,Dewanoumi,Okayama,30.03.1905,174 cm 102 kg,8-3
J1e,Komanishiki,Dewanoumi,Osaka,02.12.1901,173 cm 107 kg,4-7
J1w,Ugohibiki,Dewanoumi,Akita,26.06.1904,167 cm 90 kg,7-4
J2e,Oshio,Michinoku,Fukuoka,10.08.1900,184 cm 116 kg,8-3 Y
J2w,Shionohama,Takasago,Aomori,08.12.1897,170 cm 90 kg,4-7
J3e,Tatekabuto,Nakamura,Osaka,11.03.1908,168 cm 109 kg,4-7
J3w,Kaikozan,Nishonoseki,Tokushima,16.03.1900,176 cm 128 kg,7-4
J4e,Tsunenobori,Dewanoumi,Okayama,30.03.1905,174 cm 102 kg,7-4
J4w,Ayawaka,Dewanoumi,Aomori,20.11.1909,170 cm 82.5 kg,6-5
J5e,Harenoumi,Tomozuna,Kochi,06.12.1898,176 cm 86 kg,4-7
J5w,Futabayama,Tatsunami,Oita,09.02.1912,180 cm 135 kg,3-8
J6e,Banshinzan,Kagamiyama,Niigata,17.01.1909,184 cm 107 kg,7-4
J6w,Tachiwaka,Takasago,Mie,01.10.1903,178 cm 97.5 kg,7-4
J7e,Ayanobori,Dewanoumi,Miyagi,20.05.1908,176 cm 105 kg,4-7
J7w,Kasumigaura,Dewanoumi,Ibaraki,23.04.1902,179 cm 90 kg,6-5
J8e,Asahigawa,Tatsunami,Hokkaido,18.08.1905,177 cm 90 kg,7-4
J8w,Kaneminato,Minatogawa,Chiba,18.08.1908,164 cm 86 kg,6-5
J9e,Yoshinoiwa,Dewanoumi,Tokushima,08.03.1906,173 cm 82 kg,7-4
J9w,Torigamine,-,-,,,3-8
J10e,Ikedagawa,Tatsunami,Toyama,11.08.1900,168 cm 101 kg,5-6
J10w,Koshinoumi,Wakafuji,Niigata,01.07.1906,173 cm 90 kg,2-9
J11e,Ainohana,Oshiogawa,Ehime,13.01.1904,170 cm 81 kg,5-6
J11w,Otakayama,Yamawake,Fukuoka,06.1907,179 cm 84 kg,6-5
J1e,Onami,Takashima,Akita,01.09.1908,187 cm 101 kg,6-5
J1w,Matsumaeyama,Takashima,Hokkaido,05.08.1909,173 cm 86.5 kg,7-4
J2e,Nanaogata,Tatsunami,Ishikawa,11.03.1905,175 cm 88 kg,3-8
J2w,Hatsushima,Tomozuna,Shizuoka,17.08.1906,185 cm 97.5 kg,4-7
J3e,Toshuzan,Futagoyama,Kochi,01.01.1904,179 cm 112.5 kg,6-5
J3w,Kaigetsu,Hanakago,Fukuoka,02.02.1899,169 cm 90 kg,6-5
J4e,Raizan,Nishikijima,Tokyo,17.05.1907,167 cm 101 kg,3-3-5
J4w,Yoshinoiwa,Dewanoumi,Tokushima,08.03.1906,173 cm 82 kg,6-5
J5e,Dewanohana,Dewanoumi,Ishikawa,01.03.1909,173 cm 110 kg,0-0
J5w,Oyashima,Tatsunami,Toyama,10.03.1906,192 cm 120 kg,4-7
J6e,Ainohana,Oshiogawa,Ehime,13.01.1904,170 cm 81 kg,6-5
J6w,Ikushio,Michinoku,Fukuoka,26.04.1904,168 cm 81 kg,4-7
J7e,Tsukubane,Nishikijima,Ibaraki,01.04.1909,170 cm 105 kg,7-4
J7w,Katsuragawa,Isegahama,Miyagi,29.03.1907,170 cm 88 kg,3-8
J8e,Bochozan,Dewanoumi,Yamaguchi,29.07.1909,176 cm 86.5 kg,6-5
J8w,Ononishiki,Jinmaku,Hyogo,02.11.1909,179 cm 94 kg,8-3 Y
J9e,Komanosato,Yamawake,Tokyo,01.10.1909,167 cm 110.5 kg,8-3
J9w,Onogatake,Hatachiyama,Miyagi,25.03.1912,197 cm 113 kg,7-4
J10e,Mikumayama,Kagamiyama,Hyogo,20.07.1908,167 cm 101.5 kg,6-5
J10w,Kyushuzan,Dewanoumi,Fukuoka,20.10.1913,176 cm 88.5 kg,5-6
J11e,Terunishiki,Hanakago,Iwate,15.06.1911,164 cm 105 kg,6-5
J11w,Torigamine,-,-,,,6-5
J1e,Iwakiyama,Furiwake,Aomori,04.01.1904,170 cm 98 kg,2-9
J1w,Ayanobori,Dewanoumi,Miyagi,20.05.1908,176 cm 105 kg,7-4
J2e,Banshinzan,Kagamiyama,Niigata,17.01.1909,184 cm 107 kg,8-3
J2w,Tominoyama,Hanakago,Miyagi,10.02.1914,185 cm 116 kg,4-7
J3e,Dewanohana,Dewanoumi,Ishikawa,01.03.1909,173 cm 110 kg,7-4
J3w,Kaneminato,Minatogawa,Chiba,18.08.1908,164 cm 86 kg,6-5
J4e,Akitadake,Kasugano,Akita,27.03.1905,173 cm 86 kg,3-8
J4w,Onogatake,Hatachiyama,Miyagi,25.03.1912,197 cm 113 kg,6-5
J5e,Oyashima,Tatsunami,Toyama,10.03.1906,192 cm 120 kg,6-5
J5w,Nadanohana,Dewanoumi,Hyogo,26.01.1902,170 cm 105 kg,4-4-3
J6e,Tatekabuto,Nakamura,Osaka,11.03.1908,168 cm 109 kg,6-5
J6w,Katsuragawa,Isegahama,Miyagi,29.03.1907,170 cm 88 kg,6-5
J7e,Kyushuzan,Dewanoumi,Fukuoka,20.10.1913,176 cm 88.5 kg,8-3
J7w,Kaigetsu,Hanakago,Fukuoka,02.02.1899,169 cm 90 kg,3-8
J8e,Tachiwaka,Takasago,Mie,01.10.1903,178 cm 97.5 kg,8-3
J8w,Tochinomine,Kasugano,Tochigi,21.09.1907,167 cm 81 kg,5-6
J9e,Onohama,Tatsunami,Chiba,20.09.1909,167 cm 107 kg,4-7
J9w,Nanaogata,Tatsunami,Ishikawa,11.03.1905,175 cm 88 kg,0-0-11
J10e,Choshinada,Dewanoumi,Chiba,12.03.1902,171 cm 116 kg,10-1 Y
J10w,Banjaku,Asahiyama,Osaka,23.05.1908,176 cm 140 kg,8-3
J11e,Datenohana,Dewanoumi,Miyagi,01.01.1907,170 cm 120 kg,6-5
J11w,Tsuminesan,Dewanoumi,Tokushima,08.10.1908,177 cm 90 kg,3-8
J12e,Ayawaka,Dewanoumi,Aomori,20.11.1909,170 cm 82.5 kg,7-4
J12w,Mutsunishiki,Furiwake,Aomori,25.01.1906,170 cm 95 kg,4-7
J13e,Mikumayama,Kagamiyama,Hyogo,20.07.1908,167 cm 101.5 kg,3-8
J13w,Kurenishiki,Dewanoumi,Hiroshima,06.04.1906,171 cm 103 kg,6-5
J14e,Enodake,Dewanoumi,Miyazaki,17.07.1905,173 cm 79 kg,2-4-5
J14w,Ainohana,Oshiogawa,Ehime,13.01.1904,170 cm 81 kg,0-0-11
J15e,Hatsushima,Tomozuna,Shizuoka,17.08.1906,185 cm 97.5 kg,6-5
J15w,Kasagiyama,Dewanoumi,Nara,07.01.1911,173 cm 101 kg,5-6
J1e,Ononishiki,Jinmaku,Hyogo,02.11.1909,179 cm 94 kg,7-4
J1w,Imizugawa,Takasago,Ehime,10.02.1906,165 cm 98 kg,5-6
J2e,Oyashima,Tatsunami,Toyama,10.03.1906,192 cm 120 kg,7-4
J2w,Tominoyama,Hanakago,Miyagi,10.02.1914,185 cm 116 kg,9-2
J3e,Dewaminato,Dewanoumi,Akita,20.03.1907,177 cm 98 kg,11-0 Y
J3w,Kyushuzan,Dewanoumi,Fukuoka,20.10.1913,176 cm 88.5 kg,7-4
J4e,Nadanohana,Dewanoumi,Hyogo,26.01.1902,170 cm 105 kg,4-7
J4w,Tsuminesan,Dewanoumi,Tokushima,08.10.1908,177 cm 90 kg,5-6
J5e,Nishikiiwa,Kumegawa,Chiba,05.03.1910,173 cm 86 kg,3-8
J5w,Mishimadake,Miyagino,Shizuoka,25.07.1908,173 cm 128 kg,1-10
J6e,Kasagiyama,Dewanoumi,Nara,07.01.1911,173 cm 101 kg,6-5
J6w,Tamanoumi,Nishonoseki,Nagasaki,30.11.1912,176 cm 109 kg,8-3
J7e,Notonishiki,Minatogawa,Ishikawa,08.12.1911,176 cm 82.5 kg,6-5
J7w,Datenohana,Dewanoumi,Miyagi,01.01.1907,170 cm 120 kg,6-5
J8e,Hishutake#,Dewanoumi,Nagasaki,22.12.1912,173 cm 113 kg,6-5
J8w,Bochozan,Dewanoumi,Yamaguchi,29.07.1909,176 cm 86.5 kg,7-4
J9e,Kojimagawa,Tatsunami,Tokyo,05.09.1914,173 cm 101.5 kg,4-7
J9w,Joyozan,Dewanoumi,Niigata,25.01.1903,174 cm 88 kg,7-4
J10e,Onogatake,Hatachiyama,Miyagi,25.03.1912,197 cm 113 kg,4-7
J10w,Mutsunishiki,Furiwake,Aomori,25.01.1906,170 cm 95 kg,6-5
J11e,Kashiwado,Nishikijima,Tokyo,17.05.1907,167 cm 101 kg,5-6
J11w,Minenobori,Furiwake,Aomori,04.01.1904,170 cm 98 kg,2-9
J12e,Ichinohama,Izutsu,Hokkaido,28.03.1912,176 cm 86 kg,6-5
J12w,Tochinomine,Kasugano,Tochigi,21.09.1907,167 cm 81 kg,5-6
J13e,Hoshikabuto,Izutsu,Kagoshima,17.01.1912,188 cm 101 kg,6-5
J13w,Toyonishiki,Asahiyama,Oita,04.10.1911,180 cm 90 kg,5-6
J1e,Joyozan,Dewanoumi,Niigata,25.01.1903,174 cm 88 kg,2-9
J1w,Kaneminato,Minatogawa,Chiba,18.08.1908,164 cm 86 kg,8-3
J2e,Kunihikari,Isegahama,Akita,10.01.1910,171 cm 84 kg,3-8
J2w,Dewagatake,Dewanoumi,Yamagata,20.12.1902,203 cm 180 kg,2-9
J3e,Mikumayama,Kagamiyama,Hyogo,20.07.1908,167 cm 101.5 kg,8-3
J3w,Tatekabuto,Nakamura,Osaka,11.03.1908,168 cm 109 kg,9-2
J4e,Kakogawa,Jinmaku,Hyogo,02.11.1909,179 cm 94 kg,6-5
J4w,Yoshinoiwa,Dewanoumi,Tokushima,08.03.1906,173 cm 82 kg,2-9
J5e,Hoshikabuto,Izutsu,Kagoshima,17.01.1912,188 cm 101 kg,6-5
J5w,Banjo,Hatachiyama,Miyagi,25.03.1912,197 cm 113 kg,6-5
J6e,Terunishiki,Hanakago,Iwate,15.06.1911,164 cm 105 kg,6-5
J6w,Genjiyama,Izutsu,Kagoshima,18.01.1914,185 cm 105 kg,4-7
J7e,Akitadake,Kasugano,Akita,27.03.1905,173 cm 86 kg,4-7
