Rank,Rikishi,Heya,Shusshin,Birth Date,Height/Weight,Result
J11w,Datenosato,Furiwake,Hokkaido,19.03.1920,174 cm 83 kg,5-10
J12e,Kaneminato,Minatogawa,Chiba,18.08.1908,164 cm 86 kg,1-14
J12w,Kojimagawa,Tatsunami,Tokyo,05.09.1914,173 cm 101.5 kg,2-13
J13e,Sobuyama,Dewanoumi,Kanagawa,11.01.1918,173 cm 98 kg,8-7
J13w,Mitsuneyama,Takashima,Tokyo,07.02.1922,176 cm 150 kg,9-6
J14e,Wakagiyama,Kasugano,Wakayama,17.01.1915,171 cm 105 kg,6-9
J14w,Kusunishiki,Miyagino,Fukuoka,01.02.1921,171 cm 120 kg,5-10
J15e,Oizumi,Takekuma,Osaka,08.01.1914,176 cm 107 kg,6-9
J15w,Kagamigawa,Futagoyama,Kochi,01.07.1911,177 cm 98 kg,3-12
J1e,Takenosato,Dewanoumi,Aomori,20.04.1909,173 cm 94 kg,6-9
J1w,Terunoumi,Nishonoseki,Kochi,18.01.1922,171 cm 99 kg,4-11
J2e,Hirosegawa,Isegahama,Miyagi,28.02.1919,180 cm 105 kg,6-9
J2w,Shachinosato,Wakamatsu,Aichi,11.08.1914,179 cm 130 kg,8-7
J3e,Mitsuneyama,Takashima,Tokyo,07.02.1922,176 cm 150 kg,13-2 Y
J3w,Onomori,Isegahama,Akita,05.08.1920,176 cm 82.5 kg,10-5
J4e,Tatsutano,Tatsunami,Ishikawa,14.04.1918,173 cm 115 kg,8-7
J4w,Otogaiwa,Wakafuji,Fukuoka,25.03.1914,173 cm 92 kg,4-11
J5e,Inshuzan,Kasugano,Tottori,01.03.1916,174 cm 101 kg,7-8
J5w,Onoumi,Nishonoseki,Akita,20.03.1916,176 cm 99.5 kg,6-9
J6e,Sharinishiki,Nishonoseki,Hokkaido,12.07.1917,173 cm 101.5 kg,4-3-8
J6w,Tominishiki,Dewanoumi,Mie,08.12.1911,173 cm 97.5 kg,3-12
J7e,Ichiwatari,Dewanoumi,Chiba,11.01.1918,164 cm 101.5 kg,0-3-12
J7w,Asake,Takasago,Mie,25.03.1914,174 cm 94 kg,8-7
J8e,Wakagiyama,Kasugano,Wakayama,17.01.1915,171 cm 105 kg,9-6
J8w,Datenosato,Furiwake,Hokkaido,19.03.1920,174 cm 83 kg,0-0-15
J9e,Toyonishiki,Dewanoumi,Fukuoka,03.02.1920,188 cm 96 kg,10-5
J9w,Ohirayama,Kasugano,Tochigi,23.12.1910,171 cm 94 kg,7-8
J10e,Kusunishiki,Miyagino,Fukuoka,01.02.1921,171 cm 120 kg,6-9
J10w,Itsutsuumi,Dewanoumi,Nagasaki,01.11.1922,176 cm 84.5 kg,10-5
J11e,Usanoyama,Futabayama,Oita,11.01.1921,167 cm 120 kg,4-11
J11w,Yamatoiwa,Dewanoumi,Fukuoka,06.07.1910,176 cm 120 kg,7-4-4
J12e,Kotonishiki,Nishonoseki,Kagawa,07.03.1922,177 cm 120 kg,9-6
J12w,Sobuyama,Dewanoumi,Kanagawa,11.01.1918,173 cm 98 kg,4-4-7
J13e,Hajimayama,Dewanoumi,Gifu,23.04.1922,176 cm 120 kg,4-4-7
J13w,Tokachiiwa,Nishonoseki,Hokkaido,10.01.1919,176 cm 105 kg,10-5
J14e,Tamazakura,Nishonoseki,Kumamoto,19.01.1920,174 cm 86 kg,9-6
J14w,Fukunishiki,Nishonoseki,Hokkaido,23.05.1920,177 cm 109 kg,7-8
J15e,Raimon,Dewanoumi,Tokyo,28.10.1916,168 cm 101 kg,5-10
J15w,Wakanoumi,Dewanoumi,Wakayama,01.02.1919,180 cm 92 kg,5-10
J1e,Kotonishiki,Nishonoseki,Kagawa,07.03.1922,177 cm 120 kg,6-4
J1w,Hirosegawa,Isegahama,Miyagi,28.02.1919,180 cm 105 kg,9-1 Y
J2e,Kusunishiki,Miyagino,Fukuoka,01.02.1921,171 cm 120 kg,5-5
J2w,Sobuyama,Dewanoumi,Kanagawa,11.01.1918,173 cm 98 kg,3-7
J3e,Wakagiyama,Kasugano,Wakayama,17.01.1915,171 cm 105 kg,4-6
J3w,Onoumi,Nishonoseki,Akita,20.03.1916,176 cm 99.5 kg,7-3
J4e,Fudoiwa,Futabayama,Kumamoto,06.08.1924,213 cm 130 kg,6-4
J4w,Ohirayama,Kasugano,Tochigi,23.12.1910,171 cm 94 kg,4-6
J5e,Ryuozan,Dewanoumi,Fukuoka,25.03.1910,180 cm 112.5 kg,2-8
J5w,Shinshuzan,Takasago,Nagano,01.11.1918,179 cm 92 kg,6-4
J6e,Surugaumi,Dewanoumi,Shizuoka,01.01.1920,186 cm 97.5 kg,6-4
J6w,Hajimayama,Dewanoumi,Gifu,23.04.1922,176 cm 120 kg,6-4
J7e,Kiryugawa,Futabayama,Aomori,02.12.1923,177 cm 73 kg,3-4-3
J7w,Sharinishiki,Nishonoseki,Hokkaido,12.07.1917,173 cm 101.5 kg,5-5
J8e,Otogaiwa,Wakafuji,Fukuoka,25.03.1914,173 cm 92 kg,3-7
J8w,Yahatano,Isegahama,Kochi,29.09.1917,182 cm 86 kg,5-5
J8wOB,Datenosato,Furiwake,Hokkaido,19.03.1920,174 cm 83 kg,0-0
J9e,Tochinishiki,Kasugano,Tokyo,20.02.1925,177 cm 132 kg,6-4
J9w,Inshuzan,Kasugano,Tottori,01.03.1916,174 cm 101 kg,5-5
J10e,Asake,Takasago,Mie,25.03.1914,174 cm 94 kg,5-5
J10w,Yatomeishi#,Nishikijima,Akita,20.05.1919,179 cm 120 kg,7-3
J11e,Usanoyama,Futabayama,Oita,11.01.1921,167 cm 120 kg,5-5
J11w,Fujitayama,Takasago,Fukuoka,11.02.1924,167 cm 113 kg,5-5
J11wOB,Shinanogawa,Isegahama,Niigata,14.08.1919,173 cm 84 kg,0-0
J12e,Ryugasaki,Takasago,Ibaraki,28.01.1920,177 cm 99 kg,2-8
J12w,Terunoumi,Nishonoseki,Kochi,18.01.1922,171 cm 99 kg,6-4
J13e,Midorishima,Tatsunami,Hokkaido,25.01.1923,176 cm 88 kg,7-3
J13w,Tominoyama,Hanakago,Miyagi,10.02.1914,185 cm 116 kg,2-8
J14e,Mutsunohana,Minatogawa,Aomori,27.11.1919,167 cm 94 kg,5-5
J14w,Aichiyama,Tatsunami,Aichi,10.03.1922,172 cm 105 kg,7-3
J15e,Jinryu,Dewanoumi,Hyogo,17.11.1915,176 cm 87 kg,2-8
J15w,Kainoyama,Nishikijima,Yamanashi,04.03.1921,170 cm 113 kg,5-5
Y1e,Haguroyama,Tatsunami,Niigata,18.11.1914,179 cm 129.5 kg,0-0-11
Y1w,Terukuni,Isegahama,Akita,10.01.1919,174 cm 162 kg,9-2 J
Y2e,Maedayama,Takasago,Ehime,04.05.1914,180 cm 120 kg,0-1-10
O1w,Shionoumi,Dewanoumi,Hyogo,01.03.1918,180 cm 113 kg,0-5-6
O2e,Saganohana,Nishonoseki,Saga,05.12.1917,170 cm 128 kg,6-4-1d
O2w,Azumafuji,Takasago,Tokyo,28.10.1921,179 cm 178 kg,10-1 Y
S1e,Terunobori,Takashima,Hokkaido,26.01.1922,177 cm 104 kg,0-4-7
S1w,Chiyonoyama,Dewanoumi,Hokkaido,02.06.1926,190 cm 122 kg,4-6-1d
S2e,Nayoroiwa,Tatsunami,Hokkaido,27.09.1914,173 cm 128 kg,0-0-11
K1e,Masuiyama,Dewanoumi,Hyogo,03.11.1919,174 cm 116 kg,7-4
K1w,Mitsuneyama,Takashima,Tokyo,07.02.1922,176 cm 150 kg,7-4
M1e,Hajimayama,Dewanoumi,Gifu,23.04.1922,176 cm 120 kg,4-7
M1w,Fudoiwa,Tokitsukaze,Kumamoto,06.08.1924,213 cm 130 kg,5-6
M2e,Rikidozan,Nishonoseki,Nagasaki,14.11.1924,176 cm 116 kg,8-3 S
M2w,Sakuranishiki,Dewanoumi,Aomori,26.06.1916,171 cm 93 kg,6-5
M3e,Kotonishiki,Nishonoseki,Kagawa,07.03.1922,177 cm 120 kg,4-7
M3w,Yakatayama,Dewanoumi,Kumamoto,05.05.1917,180 cm 131.5 kg,2-9
M4e,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,6-5
M4w,Kozuzan,Asahiyama,Nara,22.02.1919,178 cm 128 kg,4-7
M5e,Itsutsuumi,Dewanoumi,Nagasaki,01.11.1922,176 cm 84.5 kg,5-6
M5w,Bishuyama,Isegahama,Hiroshima,04.11.1919,167 cm 128 kg,2-5-4
M6e,Wakashio,Michinoku,Kanagawa,26.08.1913,171 cm 84.5 kg,5-6
M6w,Kamikaze,Nishonoseki,Kagawa,19.10.1921,179 cm 98 kg,8-3
M7e,Yoshibayama,Takashima,Hokkaido,03.04.1920,179 cm 143 kg,8-3
M7w,Wakasegawa,Isegahama,Hyogo,20.02.1920,176 cm 110 kg,6-5 G
M8e,Kashiwado,Nishikijima,Iwate,03.05.1918,186 cm 95.5 kg,1-10
M8w,Tochinishiki,Kasugano,Tokyo,20.02.1925,177 cm 132 kg,5-5-1d
M9e,Mutsunosato,Dewanoumi,Aomori,25.09.1916,173 cm 92 kg,6-5
M9w,Midorishima,Tatsunami,Hokkaido,25.01.1923,176 cm 88 kg,5-6
M10e,Kagamisato,Tokitsukaze,Aomori,30.04.1923,174 cm 162 kg,6-5
M10w,Sagamigawa,Kasugano,Kanagawa,13.07.1917,189 cm 124 kg,5-6
M11e,Tokachiiwa,Nishonoseki,Hokkaido,10.01.1919,176 cm 105 kg,9-2 J
M11w,Oiwazan,Tatsunami,Tokyo,20.05.1919,179 cm 120 kg,6-5
M12e,Shimizugawa,Oitekaze,Hyogo,13.08.1925,176 cm 115 kg,8-3
M12w,Aichiyama,Tatsunami,Aichi,10.03.1922,172 cm 105 kg,5-6
M13e,Kusunishiki,Miyagino,Fukuoka,01.02.1921,171 cm 120 kg,6-5
M13w,Maenoyama,Takasago,Akita,17.05.1919,179 cm 90 kg,3-8
M14e,Okuma,Kumagatani,Hiroshima,15.01.1920,182 cm 99.5 kg,6-5
M14w,Hirosegawa,Isegahama,Miyagi,28.02.1919,180 cm 105 kg,6-5
M15e,Wakabayama,Tokitsukaze,Fukuoka,09.11.1922,173 cm 94 kg,4-7
M15w,Shinshuzan,Takasago,Nagano,01.11.1918,179 cm 92 kg,5-6
M16e,Onoumi,Nishonoseki,Akita,20.03.1916,176 cm 99.5 kg,7-3-1d
M16w,Midorikuni,Tatsunami,Tokyo,05.08.1919,180 cm 99 kg,5-6
M17e,Honamiyama,Dewanoumi,Fukuoka,06.10.1923,194 cm 180 kg,5-6
M17w,Orochigata,Nishikijima,Akita,20.05.1919,179 cm 120 kg,9-2 JK
M18e,Chikuozan,Yamawake,Chiba,12.03.1921,174 cm 90 kg,6-5
M18w,Kiryuzan,Tokitsukaze,Aomori,02.12.1923,177 cm 73 kg,0-0-11
M19e,Akisegawa,Isegahama,Miyagi,23.03.1918,173 cm 86 kg,5-6
M19w,Fujitayama,Takasago,Fukuoka,11.02.1924,167 cm 113 kg,7-4
M20e,Tamazakura,Nishonoseki,Kumamoto,19.01.1920,174 cm 86 kg,4-7
M20w,Mihamanada,Takasago,Mie,10.03.1919,173 cm 83 kg,1-10
M21w,Hakunozan,Takasago,Aomori,06.07.1923,173 cm 86 kg,4-7
Y1e,Azumafuji,Takasago,Tokyo,28.10.1921,179 cm 178 kg,8-7
Y1w,Maedayama,Takasago,Ehime,04.05.1914,180 cm 120 kg,9-6
Y2eHD,Terukuni,Isegahama,Akita,10.01.1919,174 cm 162 kg,12-3
Y2wHD,Haguroyama,Tatsunami,Niigata,18.11.1914,179 cm 129.5 kg,11-4
O1e,Saganohana,Nishonoseki,Saga,05.12.1917,170 cm 128 kg,7-8
O1w,Masuiyama,Dewanoumi,Hyogo,03.11.1919,174 cm 116 kg,13-2 Y
S1e,Chiyonoyama,Dewanoumi,Hokkaido,02.06.1926,190 cm 122 kg,12-3 S
S1w,Rikidozan,Nishonoseki,Nagasaki,14.11.1924,176 cm 116 kg,3-12
K1e,Kamikaze,Nishonoseki,Kagawa,19.10.1921,179 cm 98 kg,8-7
K1w,Mitsuneyama,Takashima,Tokyo,07.02.1922,176 cm 150 kg,6-8-1
M1e,Wakasegawa,Isegahama,Hyogo,20.02.1920,176 cm 110 kg,4-11
M1w,Sakuranishiki,Dewanoumi,Aomori,26.06.1916,171 cm 93 kg,1-5-9
M2e,Kotonishiki,Nishonoseki,Kagawa,07.03.1922,177 cm 120 kg,4-11
M2w,Shionoumi,Dewanoumi,Hyogo,01.03.1918,180 cm 113 kg,10-5
M3e,Yoshibayama,Takashima,Hokkaido,03.04.1920,179 cm 143 kg,2-13
M3w,Tochinishiki,Kasugano,Tokyo,20.02.1925,177 cm 132 kg,4-11
M4e,Kagamisato,Tokitsukaze,Aomori,30.04.1923,174 cm 162 kg,8-7
M4w,Tokachiiwa,Nishonoseki,Hokkaido,10.01.1919,176 cm 105 kg,8-7
M5e,Kuninobori,Takasago,Tokyo,18.04.1925,174 cm 126 kg,6-9
M5w,Kozuzan,Asahiyama,Nara,22.02.1919,178 cm 128 kg,10-5
M6e,Itsutsuumi,Dewanoumi,Nagasaki,01.11.1922,176 cm 84.5 kg,11-4 G
M6w,Bishuyama,Isegahama,Hiroshima,04.11.1919,167 cm 128 kg,7-8
M7e,Hirosegawa,Isegahama,Miyagi,28.02.1919,180 cm 105 kg,4-11
M7w,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,9-6
M8e,Onoumi,Nishonoseki,Akita,20.03.1916,176 cm 99.5 kg,5-10
M8w,Fudoiwa,Tokitsukaze,Kumamoto,06.08.1924,213 cm 130 kg,9-6
M9e,Yakatayama,Dewanoumi,Kumamoto,05.05.1917,180 cm 131.5 kg,6-9
M9w,Ouchiyama,Tokitsukaze,Ibaraki,19.06.1926,202 cm 152 kg,9-6
M10e,Nayoroiwa,Tatsunami,Hokkaido,27.09.1914,173 cm 128 kg,5-10
M10w,Terunobori,Takashima,Hokkaido,26.01.1922,177 cm 104 kg,9-6
M11e,Wakabayama,Tokitsukaze,Fukuoka,09.11.1922,173 cm 94 kg,8-7
M11w,Otachi,Dewanoumi,Fukuoka,06.10.1923,194 cm 180 kg,10-5
M12e,Fujitayama,Takasago,Fukuoka,11.02.1924,167 cm 113 kg,2-11-2
M12w,Midorishima,Tatsunami,Hokkaido,25.01.1923,176 cm 88 kg,0-0-15
M13e,Shimizugawa,Oitekaze,Hyogo,13.08.1925,176 cm 115 kg,9-6
M13w,Futaseyama,Asahiyama,Osaka,07.08.1921,169 cm 108 kg,6-9
M14e,Yamaguchi,Takashima,Aomori,28.08.1925,180 cm 96 kg,6-9
M14w,Midorikuni,Tatsunami,Tokyo,05.08.1919,180 cm 99 kg,9-6
M15e,Wakashio,Michinoku,Kanagawa,26.08.1913,171 cm 84.5 kg,6-9
M15w,Aichiyama,Tatsunami,Aichi,10.03.1922,172 cm 105 kg,7-8
M16e,Kiyoenami,Tatsunami,Ishikawa,24.06.1923,175 cm 118 kg,5-10
M16w,Okuma,Kumagatani,Hiroshima,15.01.1920,182 cm 99.5 kg,5-10
M17e,Kainishiki,Nishonoseki,Yamanashi,31.10.1920,175 cm 86 kg,8-7
M17w,Hajimayama,Dewanoumi,Gifu,23.04.1922,176 cm 120 kg,13-2 DK
M18e,Kusunishiki,Miyagino,Fukuoka,01.02.1921,171 cm 120 kg,8-7
M18w,Orochigata,Nishikijima,Akita,20.05.1919,179 cm 120 kg,9-6
M19e,Hagoromo,Tatsunami,Tokyo,20.05.1919,179 cm 120 kg,8-7
M19w,Miyagiumi,Dewanoumi,Miyagi,17.10.1922,171 cm 94 kg,8-7
M20e,Tsunenoyama,Dewanoumi,Okayama,09.02.1925,175 cm 98 kg,11-4
M20w,Oedo,Kasugano,Tokyo,28.09.1923,173 cm 81 kg,8-7
M21e,Akisegawa,Isegahama,Miyagi,23.03.1918,173 cm 86 kg,6-9
M21w,Tokitsunami,Tatsunami,Fukushima,10.03.1925,182 cm 137 kg,4-11
Y1e,Haguroyama,Tatsunami,Niigata,18.11.1914,179 cm 129.5 kg,12-3 J
Y1w,Azumafuji,Takasago,Tokyo,28.10.1921,179 cm 178 kg,14-1 Y
Y2eHD,Terukuni,Isegahama,Akita,10.01.1919,174 cm 162 kg,11-4
O1e,Chiyonoyama,Dewanoumi,Hokkaido,02.06.1926,190 cm 122 kg,9-6
O1w,Shionoumi,Dewanoumi,Hyogo,01.03.1918,180 cm 113 kg,6-9
O2wHD,Saganohana,Nishonoseki,Saga,05.12.1917,170 cm 128 kg,9-6
S1e,Kagamisato,Tokitsukaze,Aomori,30.04.1923,174 cm 162 kg,9-6
S1w,Rikidozan,Nishonoseki,Nagasaki,14.11.1924,176 cm 116 kg,8-7
K1e,Tochinishiki,Kasugano,Tokyo,20.02.1925,177 cm 132 kg,5-10
K1w,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,3-12
M1e,Yoshibayama,Takashima,Hokkaido,03.04.1920,179 cm 143 kg,10-5 S
M1w,Kamikaze,Nishonoseki,Kagawa,19.10.1921,179 cm 98 kg,0-6-9
M2e,Mitsuneyama,Takashima,Tokyo,07.02.1922,176 cm 150 kg,8-7
M2w,Wakasegawa,Isegahama,Hyogo,20.02.1920,176 cm 110 kg,8-7
M3e,Otachi,Dewanoumi,Fukuoka,06.10.1923,194 cm 180 kg,6-9
M3w,Kozuzan,Asahiyama,Nara,22.02.1919,178 cm 128 kg,8-7
M4e,Sakuranishiki,Dewanoumi,Aomori,26.06.1916,171 cm 93 kg,7-8
M4w,Hajimayama,Dewanoumi,Gifu,23.04.1922,176 cm 120 kg,9-6
M5e,Bishuyama,Isegahama,Hiroshima,04.11.1919,167 cm 128 kg,8-7
M5w,Ouchiyama,Tokitsukaze,Ibaraki,19.06.1926,202 cm 152 kg,8-7
M6e,Fudoiwa,Tokitsukaze,Kumamoto,06.08.1924,213 cm 130 kg,4-11
M6w,Kotonishiki,Nishonoseki,Kagawa,07.03.1922,177 cm 120 kg,4-11
M7e,Shimizugawa,Oitekaze,Hyogo,13.08.1925,176 cm 115 kg,9-6
M7w,Tokachiiwa,Nishonoseki,Hokkaido,10.01.1919,176 cm 105 kg,7-8
M8e,Aichiyama,Tatsunami,Aichi,10.03.1922,172 cm 105 kg,9-6
M8w,Onoumi,Nishonoseki,Akita,20.03.1916,176 cm 99.5 kg,7-8
M9e,Wakanohana,Nishonoseki,Aomori,16.03.1928,179 cm 105 kg,10-5
M9w,Yakatayama,Dewanoumi,Kumamoto,05.05.1917,180 cm 131.5 kg,8-7
M10e,Kusunishiki,Miyagino,Fukuoka,01.02.1921,171 cm 120 kg,9-6
M10w,Terunobori,Takashima,Hokkaido,26.01.1922,177 cm 104 kg,10-5
M11e,Futaseyama,Asahiyama,Osaka,07.08.1921,169 cm 108 kg,5-10
M11w,Wakabayama,Tokitsukaze,Fukuoka,09.11.1922,173 cm 94 kg,7-8
M12e,Kiyoenami,Tatsunami,Ishikawa,24.06.1923,175 cm 118 kg,6-9
M12w,Kainishiki,Nishonoseki,Yamanashi,31.10.1920,175 cm 86 kg,3-12
M13e,Narutoumi,Kasugano,Hyogo,01.01.1926,183 cm 90 kg,7-8
M13w,Hirosegawa,Isegahama,Miyagi,28.02.1919,180 cm 105 kg,10-5
M14e,Tsunenoyama,Dewanoumi,Okayama,09.02.1925,175 cm 98 kg,10-5 G
M14w,Nayoroiwa,Tatsunami,Hokkaido,27.09.1914,173 cm 128 kg,9-6 K
M15e,Kamiwaka,Nishonoseki,Chiba,27.09.1928,174 cm 84 kg,8-7
M15w,Itsutsuumi,Dewanoumi,Nagasaki,01.11.1922,176 cm 84.5 kg,0-0-15
M16e,Yoshiiyama,Dewanoumi,Fukuoka,13.03.1924,182 cm 92 kg,5-10
M16w,Fujita,Takasago,Fukuoka,11.02.1924,167 cm 113 kg,8-7
M17e,Midorikuni,Tatsunami,Tokyo,05.08.1919,180 cm 99 kg,7-8
M17w,Orochigata,Nishikijima,Akita,20.05.1919,179 cm 120 kg,10-5
M18e,Masumiyama,Mihogaseki,Wakayama,17.01.1922,182 cm 99 kg,8-7
M18w,Tokitsuyama,Tatsunami,Fukushima,10.03.1925,182 cm 137 kg,6-9
M19e,Kosakagawa,Tatsunami,Akita,30.05.1921,177 cm 98 kg,2-13
M19w,Oiwazan,Tatsunami,Tokyo,20.05.1919,179 cm 120 kg,2-13
M20e,Miyagiumi,Dewanoumi,Miyagi,17.10.1922,171 cm 94 kg,8-7
M20w,Kuninobori,Takasago,Tokyo,18.04.1925,174 cm 126 kg,8-6-1d
M21e,Asawaka,Takasago,Ehime,08.01.1923,168 cm 101 kg,4-11
M21w,Yoshidagawa,Tokitsukaze,Yamanashi,19.11.1927,171 cm 105 kg,6-9
M22e,Oedo,Kasugano,Tokyo,28.09.1923,173 cm 81 kg,6-9
M22w,Kotogahama,Nishonoseki,Kagawa,10.10.1927,177 cm 117 kg,8-7
Y1e,Terukuni,Isegahama,Akita,10.01.1919,174 cm 162 kg,10-5
Y1w,Haguroyama,Tatsunami,Niigata,18.11.1914,179 cm 129.5 kg,10-5
Y2eHD,Azumafuji,Takasago,Tokyo,28.10.1921,179 cm 178 kg,12-3 J
O1e,Chiyonoyama,Dewanoumi,Hokkaido,02.06.1926,190 cm 122 kg,14-1 Y
O1w,Yoshibayama,Takashima,Hokkaido,03.04.1920,179 cm 143 kg,10-5
O2eHD,Shionoumi,Dewanoumi,Hyogo,01.03.1918,180 cm 113 kg,1-7-7
O2wHD,Kagamisato,Tokitsukaze,Aomori,30.04.1923,174 cm 162 kg,10-5
S1e,Mitsuneyama,Takashima,Tokyo,07.02.1922,176 cm 150 kg,7-8
S1w,Saganohana,Nishonoseki,Saga,05.12.1917,170 cm 128 kg,4-11
K1e,Tochinishiki,Kasugano,Tokyo,20.02.1925,177 cm 132 kg,9-6 G
K1w,Ouchiyama,Tokitsukaze,Ibaraki,19.06.1926,202 cm 152 kg,10-5
M1e,Wakanohana,Nishonoseki,Aomori,16.03.1928,179 cm 105 kg,8-7
M1w,Yakatayama,Dewanoumi,Kumamoto,05.05.1917,180 cm 131.5 kg,3-12
M2e,Kiyoenami,Tatsunami,Ishikawa,24.06.1923,175 cm 118 kg,4-11
M2w,Wakabayama,Tokitsukaze,Fukuoka,09.11.1922,173 cm 94 kg,8-7 S
M3e,Shimizugawa,Oitekaze,Hyogo,13.08.1925,176 cm 115 kg,7-8
M3w,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,8-7
M4e,Nayoroiwa,Tatsunami,Hokkaido,27.09.1914,173 cm 128 kg,6-9
M4w,Aichiyama,Tatsunami,Aichi,10.03.1922,172 cm 105 kg,5-10
M5e,Fudoiwa,Tokitsukaze,Kumamoto,06.08.1924,213 cm 130 kg,3-6-6
M5w,Wakasegawa,Isegahama,Hyogo,20.02.1920,176 cm 110 kg,3-12
M6e,Tokitsuyama,Tatsunami,Fukushima,10.03.1925,182 cm 137 kg,5-10
M6w,Hajimayama,Dewanoumi,Gifu,23.04.1922,176 cm 120 kg,7-8
M7e,Sakuranishiki,Dewanoumi,Aomori,26.06.1916,171 cm 93 kg,0-0-15
M7w,Kozuzan,Asahiyama,Nara,22.02.1919,178 cm 128 kg,7-8
M8e,Bishuyama,Isegahama,Hiroshima,04.11.1919,167 cm 128 kg,11-4
M8w,Terunobori,Takashima,Hokkaido,26.01.1922,177 cm 104 kg,11-4
M9e,Tsunenoyama,Dewanoumi,Okayama,09.02.1925,175 cm 98 kg,6-9
M9w,Kuninobori,Takasago,Tokyo,18.04.1925,174 cm 126 kg,9-6
M10e,Kusunishiki,Miyagino,Fukuoka,01.02.1921,171 cm 120 kg,5-10
M10w,Otachi,Dewanoumi,Fukuoka,06.10.1923,194 cm 180 kg,7-8
M11e,Orochigata,Nishikijima,Akita,20.05.1919,179 cm 120 kg,7-8
M11w,Yoshiiyama,Dewanoumi,Fukuoka,13.03.1924,182 cm 92 kg,5-10
M12e,Kotogahama,Nishonoseki,Kagawa,10.10.1927,177 cm 117 kg,8-7
M12w,Shinobuyama,Onogawa,Fukushima,21.03.1925,177 cm 109 kg,6-9
M13e,Narutoumi,Kasugano,Hyogo,01.01.1926,183 cm 90 kg,10-5
M13w,Kotonishiki,Nishonoseki,Kagawa,07.03.1922,177 cm 120 kg,11-4
M14e,Onobori,Tatsunami,Nagano,01.08.1925,185 cm 116 kg,12-3 JK
M14w,Masumiyama,Mihogaseki,Wakayama,17.01.1922,182 cm 99 kg,6-9
M15e,Kaminishiki,Takashima,Aomori,28.08.1925,180 cm 96 kg,6-9
M15w,Futaseyama,Asahiyama,Osaka,07.08.1921,169 cm 108 kg,8-7
M16e,Miyagiumi,Dewanoumi,Miyagi,17.10.1922,171 cm 94 kg,6-9
M16w,Yoshidagawa,Tokitsukaze,Yamanashi,19.11.1927,171 cm 105 kg,7-8
M17e,Tokachiiwa,Nishonoseki,Hokkaido,10.01.1919,176 cm 105 kg,0-4-11
M17w,Hirosegawa,Isegahama,Miyagi,28.02.1919,180 cm 105 kg,8-7
M18e,Onoumi,Nishonoseki,Akita,20.03.1916,176 cm 99.5 kg,5-8-2
M18w,Kainoyama,Nishikijima,Yamanashi,04.03.1921,170 cm 113 kg,9-6
M19e,Yonekawa,Takasago,Hyogo,13.11.1929,189 cm 145 kg,7-8
M19w,Sakurakuni,Isegahama,Hokkaido,08.06.1926,171 cm 92 kg,9-6
M20e,Kamiwaka,Nishonoseki,Chiba,27.09.1928,174 cm 84 kg,7-8
M20w,Ohikari,Dewanoumi,Hokkaido,24.09.1927,181 cm 115 kg,8-7
M21e,Hiodoshi,Nishikijima,Akita,22.08.1922,179 cm 120 kg,10-5
M21w,Hakuryuyama,Isegahama,Akita,10.03.1926,176 cm 109 kg,5-10
Y1e,Haguroyama,Tatsunami,Niigata,18.11.1914,179 cm 129.5 kg,7-3-5
Y1w,Chiyonoyama,Dewanoumi,Hokkaido,02.06.1926,190 cm 122 kg,10-5
Y2eHD,Terukuni,Isegahama,Akita,10.01.1919,174 cm 162 kg,0-0-15
Y2wHD,Azumafuji,Takasago,Tokyo,28.10.1921,179 cm 178 kg,13-2 Y
O1e,Yoshibayama,Takashima,Hokkaido,03.04.1920,179 cm 143 kg,10-5
O1w,Kagamisato,Tokitsukaze,Aomori,30.04.1923,174 cm 162 kg,11-4
S1e,Tochinishiki,Kasugano,Tokyo,20.02.1925,177 cm 132 kg,10-5 G
S1w,Mitsuneyama,Takashima,Tokyo,07.02.1922,176 cm 150 kg,11-4 S
K1e,Kotonishiki,Nishonoseki,Kagawa,07.03.1922,177 cm 120 kg,5-10
K1w,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,8-7
M1e,Terunobori,Takashima,Hokkaido,26.01.1922,177 cm 104 kg,2-12-1
M1w,Ouchiyama,Tokitsukaze,Ibaraki,19.06.1926,202 cm 152 kg,11-4
M2e,Tsunenoyama,Dewanoumi,Okayama,09.02.1925,175 cm 98 kg,2-13
M2w,Kiyoenami,Tatsunami,Ishikawa,24.06.1923,175 cm 118 kg,3-12
M3e,Narutoumi,Kasugano,Hyogo,01.01.1926,183 cm 90 kg,6-9
M3w,Nayoroiwa,Tatsunami,Hokkaido,27.09.1914,173 cm 128 kg,7-8
M4e,Kotogahama,Nishonoseki,Kagawa,10.10.1927,177 cm 117 kg,6-9
M4w,Wakanohana,Nishonoseki,Aomori,16.03.1928,179 cm 105 kg,5-10
M5e,Hajimayama,Dewanoumi,Gifu,23.04.1922,176 cm 120 kg,4-7-4
M5w,Onobori,Tatsunami,Nagano,01.08.1925,185 cm 116 kg,6-9
M6e,Futaseyama,Asahiyama,Osaka,07.08.1921,169 cm 108 kg,6-9
