Rank,Rikishi,Heya,Shusshin,Birth Date,Height/Weight,Result
M10w,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,6-9
M11e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,9-6
M11w,Kiyosegawa,Isegahama,Akita,08.04.1935,183 cm 92 kg,6-9
M12e,Wakamaeda,Takasago,Aichi,24.11.1930,174 cm 129 kg,8-7
M12w,Ogiyama,Tokitsukaze,Miyagi,27.03.1938,177 cm 103 kg,7-8
M13e,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,6-9
M13w,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,8-7
M14e,Tsunenishiki,Dewanoumi,Fukushima,31.05.1931,174 cm 108 kg,8-7
M14w,Okanoyama,Tokitsukaze,Okayama,03.11.1935,185 cm 112 kg,5-10
M15e,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,4-11
M15w,Oiteyama,Oitekaze,Aomori,16.06.1938,181 cm 131 kg,5-10
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,15-0 Y
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,14-1 J
Y2eHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,10-5
O1e,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,9-6
O1w,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,10-5
O2eHD,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,4-6-5
O2wHD,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,10-5
S1e,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,10-5
S1w,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,6-9
K1e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185 cm 135 kg,4-11
K1w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,7-8
M1e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,8-7
M1w,Tsunenishiki,Dewanoumi,Fukushima,31.05.1931,174 cm 108 kg,1-14
M2e,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 176 kg,8-7 K
M2w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,9-6 S
M3e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,2-13
M3w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,4-11
M4e,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,4-11
M4w,Kainoyama,Onogawa,Ibaraki,28.06.1940,172 cm 120 kg,4-11
M5e,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,0-0-15
M5w,Hagurogawa,Tatsunami,Hokkaido,28.03.1936,181 cm 125 kg,6-9
M6e,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,4-11
M6w,Amatsukaze,Tokitsukaze,Ishikawa,01.12.1937,179 cm 124 kg,4-11
M7e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,11-4
M7w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,7-8
M8e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,8-7
M8w,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,11-4
M9e,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,4-11
M9w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,11-4 G
M10e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,10-5
M10w,Sawahikari,Tokitsukaze,Hokkaido,18.06.1941,173 cm 105 kg,9-6
M11e,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,5-10
M11w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,7-8
M12e,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 115 kg,8-7
M12w,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,8-7
M13e,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,8-7
M13w,Tamaarashi,Kataonami,Hokkaido,01.08.1941,173 cm 116 kg,5-3-7
M14e,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,8-7
M14w,Asasegawa,Isegahama,Osaka,04.05.1942,177 cm 139 kg,6-9
M15e,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 134 kg,9-6
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,14-1 Y
Y1w,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,12-3 J
Y2eHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,8-7
Y2wHD,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,0-0-15
O1e,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,9-6
O1w,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,11-4
O2eHD,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,3-6-6
S1e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,4-11
S1w,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185 cm 135 kg,5-10
K1e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,9-6 G
K1w,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,8-7
M1e,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,9-6 K
M1w,Wakasugiyama,Tokitsukaze,Fukuoka,24.01.1933,177 cm 120 kg,5-10
M2e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 120 kg,7-8
M2w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,5-10
M3e,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 134 kg,9-6 S
M3w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,5-10
M4e,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,3-12
M4w,Aranami,Tokitsukaze,Saga,16.11.1940,184 cm 106 kg,2-13
M5e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,6-9
M5w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,10-5
M6e,Asasegawa,Isegahama,Osaka,04.05.1942,177 cm 139 kg,9-6
M6w,Hagurogawa,Tatsunami,Hokkaido,28.03.1936,181 cm 125 kg,0-0-15
M7e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,10-5
M7w,Oiteyama,Tatsunami,Aomori,16.06.1938,181 cm 131 kg,0-0-15
M8e,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,6-9
M8w,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,10-5
M9e,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 177 kg,6-9
M9w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,5-10
M10e,Kiminishiki,Tatsunami,Chiba,06.07.1937,177 cm 125 kg,7-8
M10w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 176 kg,6-9
M11e,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,9-6
M11w,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,6-9
M12e,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,8-7
M12w,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,9-6
M13e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,184 cm 127 kg,8-7
M13w,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,0-0-15
M14e,Matsumaeyama,Dewanoumi,Hokkaido,29.06.1940,173 cm 94 kg,8-7
M14w,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,0-0-15
M15e,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,8-7
Y1e,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,10-5
Y1w,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,5-5-5
Y2eHD,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,13-2 Y
Y2wHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,10-5
O1e,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,10-5
O1w,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,7-8
S1e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185 cm 135 kg,8-7 S
S1w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,7-8
K1e,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,5-10
K1w,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,7-8
M1e,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 134 kg,9-6
M1w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 176 kg,4-11
M2e,Asasegawa,Isegahama,Osaka,04.05.1942,177 cm 139 kg,8-7 G
M2w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,6-9
M3e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,4-11
M3w,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,9-6
M4e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 120 kg,5-10
M4w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,5-10
M5e,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,183 cm 135 kg,0-0-15
M5w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,184 cm 127 kg,9-6
M6e,Wakanoshima,Hanakago,Fukuoka,05.05.1941,174 cm 138 kg,5-10
M6w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,5-10
M7e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,5-10
M7w,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 112 kg,6-9
M8e,Kirinji,Nishonoseki,Saga,20.06.1942,182 cm 140 kg,8-7
M8w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,6-9
M9e,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,7-8
M9w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,178 cm 129 kg,11-4 JK
M10e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,9-6
M10w,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 132 kg,9-6
M11e,Daiyu,Izutsu,Kagoshima,27.05.1940,176 cm 118 kg,9-6
M11w,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 115 kg,9-6
M12e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,11-4 J
M12w,Aranami,Tokitsukaze,Saga,16.11.1940,184 cm 106 kg,3-12
M13e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,8-7
M13w,Wakafutase,Asahiyama,Aichi,20.02.1942,177 cm 150 kg,5-10
M14e,Asaoka,Takasago,Hyogo,20.06.1941,174 cm 125 kg,9-6
M14w,Kitanokuni,Tatsunami,Hokkaido,15.01.1938,178 cm 124 kg,9-6
M15e,Daishin,Miyagino,Hokkaido,02.08.1937,178 cm 115 kg,6-9
M15w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 177 kg,9-6
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,13-2 J
Y1w,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 124 kg,9-6
Y2eHD,Kashiwado,Isenoumi,Yamagata,29.11.1938,187.9 cm 143 kg,11-4
O1e,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181.4 cm 125 kg,14-1 Y
O1w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 114 kg,7-8
O2eHD,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 129 kg,5-10
S1e,Kotozakura,Sadogatake,Tottori,26.11.1940,181.4 cm 130 kg,7-8
S1w,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 108 kg,7-8
K1e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 109 kg,9-6
K1w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 115 kg,7-8
M1e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176.5 cm 126 kg,3-12
M1w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 118 kg,4-11
M2e,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 130 kg,8-7
M2w,Daiyu,Izutsu,Kagoshima,27.05.1940,179.5 cm 106 kg,3-12
M3e,Asasegawa,Isegahama,Osaka,04.05.1942,174.5 cm 129 kg,6-9
M3w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 165 kg,4-11
M4e,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 94 kg,12-3 GS
M4w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 121 kg,8-7
M5e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178.5 cm 95 kg,9-6
M5w,Kiyokuni,Isegahama,Akita,20.11.1941,182.5 cm 121 kg,9-6
M6e,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 111 kg,6-9
M6w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 113 kg,6-9
M7e,Misogidori,Kokonoe,Hokkaido,10.12.1943,181 cm 109 kg,7-8
M7w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 112 kg,7-8
M8e,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 118 kg,9-6
M8w,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 126 kg,8-7
M9e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 109 kg,8-7
M9w,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 130 kg,5-10
M10e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 139 kg,9-6
M10w,Wakanoshima,Hanakago,Fukuoka,05.05.1941,174 cm 131 kg,1-14
M11e,Daimonji,Nishonoseki,Kyoto,21.02.1940,182 cm 98 kg,4-11
M11w,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 105 kg,4-11
M12e,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 106 kg,9-6
M12w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 167 kg,10-5
M13e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 138 kg,8-7
M13w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,6-9
M14e,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 104 kg,13-2 JK
M14w,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 103 kg,9-6
M15e,Ogiyama,Tokitsukaze,Miyagi,27.03.1938,177 cm 100 kg,7-8
M15w,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 127 kg,9-6
Y1e,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,183 cm 125 kg,2-4-9
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 143 kg,9-6
Y2eHD,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,0-0-15
O1e,Tamanoshima,Kataonami,Aichi,05.02.1944,179.5 cm 123 kg,12-3 J
O1w,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,185 cm 136 kg,9-6
O2eHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181.4 cm 138 kg,10-5
O2wHD,Yutakayama,Tokitsukaze,Niigata,18.08.1937,187.5 cm 136 kg,12-3 J
S1e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 124 kg,10-5
S1w,Maenoyama,Takasago,Osaka,09.03.1945,187 cm 126 kg,7-8
K1e,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 125 kg,12-3 JS
K1w,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 110 kg,8-7
M1e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 115 kg,8-7
M1w,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 139 kg,3-12
M2e,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,183.5 cm 118 kg,4-11
M2w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,177 cm 123 kg,4-11
M3e,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 98 kg,5-10
M3w,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 115 kg,5-10
M4e,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 143 kg,5-10
M4w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 120 kg,8-7
M5e,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,178 cm 119 kg,4-11
M5w,Fujinishiki,Takasago,Yamanashi,18.03.1937,176 cm 136 kg,5-10
M6e,Aonosato,Tokitsukaze,Aomori,13.11.1935,183 cm 120 kg,7-8
M6w,Daiyu,Izutsu,Kagoshima,27.05.1940,179.5 cm 111 kg,6-9
M7e,Tochiazuma,Kasugano,Fukushima,03.09.1944,177 cm 110 kg,10-5
M7w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,8-7
M8e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178.5 cm 97 kg,13-2 YG
M8w,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 126 kg,9-6
M9e,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 101 kg,8-7
M9w,Ryuko,Hanakago,Tokyo,09.01.1941,187.5 cm 119 kg,11-4 K
M10e,Hirokawa,Miyagino,Kanagawa,28.05.1937,178 cm 140 kg,2-13
M10w,Misogidori,Kokonoe,Hokkaido,10.12.1943,182.5 cm 117 kg,10-5
M11e,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 129 kg,8-7
M11w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 160 kg,6-9
M12e,Asaoka,Takasago,Hyogo,20.06.1941,174 cm 125 kg,6-9
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,3-2-10
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 134 kg,9-6
O1e,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 123 kg,10-5
O1w,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,9-6
O2eHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 136 kg,13-2 Y
S1e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 120 kg,9-6
S1w,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 124 kg,9-6
K1e,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 124 kg,9-6
K1w,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 98 kg,8-7 G
M1e,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 125 kg,7-8
M1w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 120 kg,3-9-3
M2e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 114 kg,5-10
M2w,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 128 kg,8-7
M3e,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 110 kg,7-8
M3w,Daiyu,Izutsu,Kagoshima,27.05.1940,179 cm 113 kg,5-10
M4e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 123 kg,5-10
M4w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 171 kg,3-12
M5e,Tochifuji,Kasugano,Saitama,08.06.1946,185 cm 139 kg,6-9
M5w,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,11-4
M6e,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 107 kg,6-9
M6w,Dairyugawa,Mihogaseki,Hyogo,21.01.1946,178 cm 113 kg,5-10
M7e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 111 kg,5-10
M7w,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 140 kg,8-7
M8e,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,178 cm 120 kg,10-5
M8w,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 147 kg,9-6
M9e,Kaigo,Futagoyama,Aomori,16.11.1941,182 cm 108 kg,8-7
M9w,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 117 kg,12-3 JSK
M10e,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 106 kg,7-8
M10w,Asanobori,Asahiyama,Hokkaido,03.06.1948,175 cm 147 kg,8-7
M11e,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 123 kg,9-6
M11w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 93 kg,6-9
M12e,Hanada,Futagoyama,Aomori,19.02.1950,181.5 cm 95 kg,0-8-7
M12w,Misogidori,Kokonoe,Hokkaido,10.12.1943,181 cm 118 kg,7-8
M13e,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 108 kg,5-10
Y1e,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,13-2 J
Y1w,Tamanoumi,Kataonami,Aichi,05.02.1944,177 cm 126 kg,13-2 J
Y2eHD,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 146 kg,14-1 Y
O1e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,7-8
O1w,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 146 kg,10-5
S1e,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 115 kg,7-8
S1w,Kirinji,Nishonoseki,Saga,20.06.1942,180 cm 135 kg,8-7
S2eHD,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 128 kg,6-9
S2wHD,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 133 kg,9-6 S
K1e,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 165 kg,4-11
K1w,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 123 kg,8-7
M1e,Kurohimeyama,Tatsunami,Niigata,12.11.1948,181 cm 139 kg,3-12
M1w,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 107 kg,7-8
M2e,Takanohana,Futagoyama,Aomori,19.02.1950,183 cm 100 kg,3-12
M2w,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 114 kg,4-11
M3e,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 154 kg,2-13
M3w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 126 kg,5-10
M4e,Nishikinada,Izutsu,Kagoshima,03.01.1950,178 cm 145 kg,9-6 G
M4w,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,11-4 K
M5e,Daiyu,Izutsu,Kagoshima,27.05.1940,179 cm 115 kg,8-7
M5w,Daisetsu,Miyagino,Hokkaido,30.11.1944,182 cm 111 kg,6-9
M6e,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 135 kg,8-7
M6w,Asasegawa,Isegahama,Osaka,04.05.1942,177.5 cm 142 kg,9-6
M7e,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 112 kg,8-7
M7w,Dairyugawa,Mihogaseki,Hyogo,21.01.1946,178 cm 123 kg,7-8
M8e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,7-8
M8w,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,177 cm 130 kg,10-5
M9e,Asahikuni,Tatsunami,Hokkaido,25.04.1947,173 cm 103 kg,6-7-2
M9w,Mienoumi,Dewanoumi,Mie,04.02.1948,181 cm 120 kg,8-7
M10e,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 133 kg,8-7
M10w,Daimonji,Nishonoseki,Kyoto,21.02.1940,183 cm 103 kg,6-9
M11e,Asanobori,Asahiyama,Hokkaido,03.06.1948,175 cm 153 kg,8-7
M11w,Masuiyama,Mihogaseki,Hyogo,16.11.1948,181 cm 105 kg,7-8
M12e,Arashiyama,Miyagino,Gifu,14.12.1943,179.5 cm 110 kg,4-11
Y1e,Tamanoumi,Kataonami,Aichi,05.02.1944,177 cm 135 kg,14-1 Y
Y1w,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 148 kg,12-3 J
Y2eHD,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,11-4
O1e,Daikirin,Nishonoseki,Saga,20.06.1942,180 cm 133 kg,10-5
O1w,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 143 kg,11-4
O2eHD,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 130 kg,8-7
O2wHD,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 132 kg,10-5
S1e,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,4-11
S1w,Daiju,Takashima,Hokkaido,19.03.1950,177 cm 143 kg,8-7 S
K1e,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 108 kg,5-10
K1w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 101 kg,3-12
M1e,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 108 kg,2-13
M1w,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 126 kg,6-9
M2e,Haguroiwa,Tatsunami,Miyazaki,30.06.1946,177 cm 130 kg,5-8-2
M2w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 125 kg,8-7
M3e,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 160 kg,6-9
M3w,Daisetsu,Miyagino,Hokkaido,30.11.1944,182 cm 110 kg,4-11
M4e,Kurohimeyama,Tatsunami,Niigata,12.11.1948,181 cm 140 kg,7-8
M4w,Mienoumi,Dewanoumi,Mie,04.02.1948,181 cm 120 kg,5-10
M5e,Takanohana,Futagoyama,Aomori,19.02.1950,183 cm 100 kg,9-6 G
M5w,Wajima,Hanakago,Ishikawa,11.01.1948,185 cm 108 kg,5-10
M6e,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,177 cm 124 kg,7-8
M6w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 130 kg,10-5 K
M7e,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 150 kg,9-6
M7w,Tochifuji,Kasugano,Saitama,08.06.1946,186 cm 141 kg,8-7
M8e,Shiratayama,Takasago,Kumamoto,25.12.1943,183 cm 100 kg,8-7
M8w,Daiyu,Izutsu,Kagoshima,27.05.1940,179 cm 114 kg,8-7
M9e,Kongo,Nishonoseki,Hokkaido,18.11.1948,184 cm 104 kg,8-7
M9w,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 110 kg,8-7
M10e,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 115 kg,8-7
M10w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 124 kg,1-14
M11e,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 167 kg,9-6
