Rank,Rikishi,Heya,Shusshin,Birth Date,Height/Weight,Result
M10w,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,12-3 J
M11e,Kiminishiki,Tatsunami,Chiba,06.07.1937,177 cm 125 kg,6-9
M11w,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,8-7
M12e,Kainoyama,Onogawa,Ibaraki,28.06.1940,172 cm 120 kg,9-6
M12w,Yoshinomine,Takashima,Aomori,07.07.1931,173 cm 96 kg,3-12
M13e,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,9-6
M13w,Amatsukaze,Tokitsukaze,Ishikawa,01.12.1937,179 cm 124 kg,10-5
M14e,Wakanokuni,Hanakago,Gifu,04.04.1936,181 cm 125 kg,3-7-5
M14w,Kiyosegawa,Isegahama,Akita,08.04.1935,183 cm 92 kg,7-8
M15e,Miyabashira,Nishonoseki,Saga,14.01.1936,185 cm 108 kg,2-9-4
M15w,Wakamaeda,Takasago,Aichi,24.11.1930,174 cm 129 kg,8-7
Y1e,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,10-5
Y1w,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,12-3 J
O1e,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,9-6
O1w,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,14-1 Y
O2eHD,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,8-7
O2wHD,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,8-7
O3eHD,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,8-7
S1e,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,8-7
S1w,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,5-10
K1e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,6-9
K1w,Hagurohana,Tatsunami,Hokkaido,28.03.1936,181 cm 125 kg,8-7
M1e,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,8-7 S
M1w,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,1-9-5
M2e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,7-8
M2w,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,5-10
M3e,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,3-12
M3w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,7-8
M4e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,7-8
M4w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,5-10
M5e,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,6-9
M5w,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,8-7
M6e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,7-8
M6w,Kainoyama,Onogawa,Ibaraki,28.06.1940,172 cm 120 kg,12-3 JG
M7e,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,10-5
M7w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,8-7
M8e,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,7-8
M8w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,6-9
M9e,Sakahoko,Izutsu,Kagoshima,07.06.1942,176 cm 90 kg,0-0-15
M9w,Tamaarashi,Kataonami,Hokkaido,01.08.1941,173 cm 116 kg,9-6
M10e,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,7-8
M10w,Ohikari,Dewanoumi,Hokkaido,24.09.1927,181 cm 115 kg,0-0-15
M11e,Tsunenishiki,Dewanoumi,Fukushima,31.05.1931,174 cm 108 kg,8-7
M11w,Kiyosegawa,Isegahama,Akita,08.04.1935,183 cm 92 kg,0-15
M12e,Sawahikari,Tokitsukaze,Hokkaido,18.06.1941,173 cm 105 kg,10-5 K
M12w,Amatsukaze,Tokitsukaze,Ishikawa,01.12.1937,179 cm 124 kg,9-6
M13e,Ogiyama,Tokitsukaze,Miyagi,27.03.1938,177 cm 103 kg,8-7
M13w,Wakanoumi,Hanakago,Akita,02.02.1931,169 cm 114 kg,2-6-7
M14e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,178 cm 129 kg,5-10
M14w,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,8-7
M15e,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 112 kg,8-7
M15w,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,10-5
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,14-1 Y
Y1w,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,0-3-12
Y2eHD,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,2-4-9
O1e,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,13-2 J
O1w,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,10-5
O2eHD,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,8-7
O2wHD,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,8-7
S1e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,8-7 S
S1w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,5-10
K1e,Hagurogawa,Tatsunami,Hokkaido,28.03.1936,181 cm 125 kg,0-0-15
K1w,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,2-13
M1e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185 cm 135 kg,10-5 G
M1w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 134 kg,9-6
M2e,Asasegawa,Isegahama,Osaka,04.05.1942,177 cm 139 kg,8-7
M2w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,3-12
M3e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,9-6 K
M3w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 176 kg,8-7
M4e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,9-6
M4w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,6-9
M5e,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,9-6
M5w,Kainoyama,Onogawa,Ibaraki,28.06.1940,172 cm 120 kg,7-8
M6e,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,5-10
M6w,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,8-7
M7e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,11-4
M7w,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,6-9
M8e,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,6-9
M8w,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,8-5-2
M9e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,6-9
M9w,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,6-9
M10e,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,2-13
M10w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 177 kg,6-7-2
M11e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,8-7
M11w,Aranami,Tokitsukaze,Saga,16.11.1940,184 cm 106 kg,8-7
M12e,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,10-5
M12w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,8-7
M13e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,7-8
M13w,Kiminishiki,Tatsunami,Chiba,06.07.1937,177 cm 125 kg,8-7
M14e,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 115 kg,6-9
M14w,Sawahikari,Tokitsukaze,Hokkaido,18.06.1941,173 cm 105 kg,0-0-15
M15e,Futasegawa,Asahiyama,Hokkaido,09.07.1942,178 cm 129 kg,6-9
Y1e,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,11-4
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,1-1-13
Y2eHD,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,13-2 Y
Y2wHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,5-6-4
O1e,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,5-10
O1w,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,5-10
O2eHD,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,8-7
S1e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185 cm 135 kg,9-6
S1w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 176 kg,9-6
K1e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,184 cm 127 kg,7-8
K1w,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,10-5
K2wHD,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,9-6 S
M1e,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,5-10
M1w,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,6-9
M2e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 120 kg,3-12
M2w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 134 kg,4-11
M3e,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 112 kg,7-8
M3w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,8-7
M4e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,9-6
M4w,Kirinji,Nishonoseki,Saga,20.06.1942,182 cm 140 kg,7-8
M5e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,6-9
M5w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,183 cm 135 kg,6-9
M6e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,4-11
M6w,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,12-3 JK
M7e,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,7-8
M7w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,11-4 G
M8e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,6-9
M8w,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,6-9
M9e,Asasegawa,Isegahama,Osaka,04.05.1942,177 cm 139 kg,9-6
M9w,Aranami,Tokitsukaze,Saga,16.11.1940,184 cm 106 kg,7-8
M10e,Wakanoshima,Hanakago,Fukuoka,05.05.1941,174 cm 138 kg,9-6
M10w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,178 cm 129 kg,9-6
M11e,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 115 kg,8-7
M11w,Daishin,Miyagino,Hokkaido,02.08.1937,178 cm 115 kg,8-7
M12e,Wakasugiyama,Tokitsukaze,Fukuoka,24.01.1933,177 cm 120 kg,8-7
M12w,Daiyu,Izutsu,Kagoshima,27.05.1940,176 cm 118 kg,8-7
M13e,Amatsukaze,Tokitsukaze,Ishikawa,01.12.1937,179 cm 124 kg,8-7
M13w,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,9-6
M14e,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 132 kg,8-7
M14w,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,1-14
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,15-0 Y
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,187.9 cm 143 kg,10-5
Y2eHD,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 124 kg,10-5
Y2wHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 107 kg,2-5-8
O1e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,181.4 cm 125 kg,10-5
O1w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 114 kg,9-6
O2eHD,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 129 kg,9-6
S1e,Kiyokuni,Isegahama,Akita,20.11.1941,182.5 cm 121 kg,7-8
S1w,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 108 kg,7-8
K1e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 109 kg,6-9
K1w,Kotozakura,Sadogatake,Tottori,26.11.1940,181.4 cm 130 kg,10-5 S
M1e,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 165 kg,6-9
M1w,Toyokuni,Tokitsukaze,Oita,30.11.1937,176.5 cm 126 kg,5-10
M2e,Misogidori,Dewanoumi,Hokkaido,10.12.1943,181 cm 109 kg,4-11
M2w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 118 kg,4-11
M3e,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,0-13-2
M3w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 130 kg,10-5
M4e,Daiyu,Izutsu,Kagoshima,27.05.1940,179.5 cm 106 kg,5-10
M4w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 121 kg,12-3 JG
M5e,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 115 kg,9-6
M5w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178.5 cm 95 kg,4-11
M6e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 112 kg,5-10
M6w,Oiteyama,Tatsunami,Aomori,16.06.1938,181 cm 130 kg,6-9
M7e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 139 kg,7-8
M7w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 167 kg,8-7
M8e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 109 kg,8-7
M8w,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 138 kg,5-10
M9e,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 118 kg,11-4
M9w,Asasegawa,Isegahama,Osaka,04.05.1942,174.5 cm 129 kg,7-8
M10e,Ogiyama,Tokitsukaze,Miyagi,27.03.1938,177 cm 100 kg,8-7
M10w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 113 kg,11-4 K
M11e,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 130 kg,8-7
M11w,Daimonji,Nishonoseki,Kyoto,21.02.1940,182 cm 98 kg,8-7
M12e,Wakanoshima,Hanakago,Fukuoka,05.05.1941,174 cm 131 kg,8-7
M12w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 111 kg,9-6
M13e,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 94 kg,9-6
M13w,Wakasugiyama,Tokitsukaze,Fukuoka,24.01.1933,177 cm 120 kg,2-13
M14e,Daishin,Miyagino,Hokkaido,02.08.1937,178 cm 111 kg,2-13
M14w,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 105 kg,8-7
M15e,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 130 kg,8-7
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,11-2-2 J
Y1w,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 124 kg,12-3 Y
Y2eHD,Kashiwado,Isenoumi,Yamagata,29.11.1938,187.9 cm 143 kg,11-4 J
O1e,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181.4 cm 125 kg,8-7
O1w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 114 kg,11-4 J
O2eHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181.4 cm 130 kg,8-7
O2wHD,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 129 kg,10-5
S1e,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 108 kg,4-11
S1w,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 109 kg,8-7 S
K1e,Kiyokuni,Isegahama,Akita,20.11.1941,182.5 cm 121 kg,8-7
K1w,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 106 kg,5-10
M1e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 118 kg,9-6
M1w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 109 kg,5-10
M2e,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 94 kg,3-12
M2w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 121 kg,6-9
M3e,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 130 kg,6-9
M3w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178.5 cm 95 kg,4-11
M4e,Misogidori,Kokonoe,Hokkaido,10.12.1943,181 cm 109 kg,6-9
M4w,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 104 kg,10-5
M5e,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 167 kg,4-11
M5w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 115 kg,11-4 JK
M6e,Daiyu,Izutsu,Kagoshima,27.05.1940,179.5 cm 106 kg,6-9
M6w,Wakayoshiba,Miyagino,Hokkaido,26.10.1945,177 cm 86 kg,5-10
M7e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 139 kg,8-7
M7w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 165 kg,10-5
M8e,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 118 kg,10-5
M8w,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 103 kg,9-6
M9e,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 130 kg,8-7
M9w,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 126 kg,9-6
M10e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 112 kg,9-6
M10w,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 127 kg,6-9
M11e,Tensuiyama,Isegahama,Kumamoto,08.12.1940,176 cm 119 kg,6-9
M11w,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 138 kg,4-11
M12e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176.5 cm 126 kg,2-13
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,15-0 Y
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 134 kg,11-4
O1e,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 123 kg,12-3 J
O1w,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,11-4
O2eHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 136 kg,10-5
S1e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 124 kg,7-8
S1w,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 128 kg,8-7
K1e,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 110 kg,3-12
K1w,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 140 kg,4-11
M1e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 120 kg,9-6
M1w,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 147 kg,4-11
M2e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 111 kg,5-10
M2w,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 124 kg,9-6
M3e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 114 kg,6-9
M3w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 93 kg,4-11
M4e,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 98 kg,8-7
M4w,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,9-6
M5e,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 106 kg,9-6
M5w,Daiyu,Izutsu,Kagoshima,27.05.1940,179 cm 113 kg,6-9
M6e,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 117 kg,9-6
M6w,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 123 kg,6-9
M7e,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 120 kg,9-6
M7w,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 107 kg,10-5 G
M8e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 123 kg,7-8
M8w,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,178 cm 120 kg,7-8
M9e,Kitanohana,Dewanoumi,Hokkaido,22.05.1944,175 cm 97 kg,5-10
M9w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,1-14
M10e,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 171 kg,8-7
M10w,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 125 kg,9-6
M11e,Asasegawa,Isegahama,Osaka,04.05.1942,174.5 cm 133 kg,2-13
M11w,Dairyugawa,Mihogaseki,Hyogo,21.01.1946,178 cm 113 kg,10-5 K
M12e,Oiyama,Mihogaseki,Hyogo,05.03.1945,179 cm 118 kg,4-11
M12w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 98 kg,8-7
M13e,Hanada,Futagoyama,Aomori,19.02.1950,181.5 cm 95 kg,8-7
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,6-4-5
O1e,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 123 kg,10-5
O1w,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,13-2 Y
O2eHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 136 kg,9-6
O2wHD,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 124 kg,9-6
S1e,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 124 kg,11-4 JS
S1w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 120 kg,8-7
S2wHD,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 128 kg,8-7
K1e,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 110 kg,8-7 G
K1w,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 147 kg,8-7
M1e,Dairyugawa,Mihogaseki,Hyogo,21.01.1946,178 cm 113 kg,3-12
M1w,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,8-7
M2e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 123 kg,4-11
M2w,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 98 kg,5-10
M3e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 114 kg,3-12
M3w,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 125 kg,5-10
M4e,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 107 kg,5-10
M4w,Asanobori,Asahiyama,Hokkaido,03.06.1948,175 cm 147 kg,9-6
M5e,Mienoumi,Dewanoumi,Mie,04.02.1948,179.3 cm 92 kg,8-7
M5w,Kaigo,Futagoyama,Aomori,16.11.1941,182 cm 108 kg,4-11
M6e,Asahikuni,Tatsunami,Hokkaido,25.04.1947,173 cm 95 kg,6-9
M6w,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 117 kg,11-4 JK
M7e,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 140 kg,7-8
M7w,Nishikinada,Izutsu,Kagoshima,03.01.1950,178 cm 137 kg,8-7
M8e,Daiyu,Izutsu,Kagoshima,27.05.1940,179 cm 113 kg,10-5
M8w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 120 kg,10-5
M9e,Asasegawa,Isegahama,Osaka,04.05.1942,174.5 cm 133 kg,8-7
M9w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 111 kg,0-12-3
M10e,Daimonji,Nishonoseki,Kyoto,21.02.1940,182 cm 106 kg,8-7
M10w,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 106 kg,8-7
M11e,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 123 kg,8-7
M11w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 93 kg,8-7
M12e,Kurohimeyama,Tatsunami,Niigata,12.11.1948,181 cm 125 kg,9-6
M12w,Yoshioyama,Mihogaseki,Kumamoto,20.05.1949,180.5 cm 113 kg,6-9
Y1e,Tamanoumi,Kataonami,Aichi,05.02.1944,177 cm 135 kg,14-1 Y
Y1w,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 148 kg,14-1 D
Y2eHD,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,11-4
O1e,Daikirin,Nishonoseki,Saga,20.06.1942,180 cm 133 kg,9-6
O1w,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 132 kg,12-3
O2eHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 143 kg,9-6
O2wHD,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 130 kg,9-6
S1e,Takanohana,Futagoyama,Aomori,19.02.1950,183 cm 100 kg,7-8
S1w,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 108 kg,4-11
K1e,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 126 kg,6-9
K1w,Kurohimeyama,Tatsunami,Niigata,12.11.1948,181 cm 140 kg,6-9
M1e,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 150 kg,1-14
M1w,Mienoumi,Dewanoumi,Mie,04.02.1948,181 cm 120 kg,5-10
M2e,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,5-10
M2w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 125 kg,8-7 S
M3e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 101 kg,5-10
M3w,Daiju,Takashima,Hokkaido,19.03.1950,177 cm 143 kg,5-6-4
M4e,Daiyu,Izutsu,Kagoshima,27.05.1940,179 cm 114 kg,5-10
M4w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 130 kg,11-4 K
M5e,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 160 kg,8-7
M5w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 167 kg,6-9
M6e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 124 kg,7-8
M6w,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 130 kg,7-8
M7e,Daisetsu,Miyagino,Hokkaido,30.11.1944,182 cm 110 kg,6-9
M7w,Katsuhikari,Isegahama,Aichi,09.08.1942,186 cm 109 kg,2-13
M8e,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 110 kg,9-6
M8w,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,177 cm 124 kg,8-7
M9e,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 115 kg,9-6
M9w,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 108 kg,8-7
M10e,Teruzakura,Isegahama,Osaka,05.12.1947,183.5 cm 114 kg,7-8
M10w,Tochiisami,Kasugano,Aomori,02.10.1947,176 cm 115 kg,8-7
