X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List
,,,,In last 12 Months,In last 12 Months,In last 12 Months,Overall,Overall,Overall
Dive,Height,Description,DD,AvgScore,HighScore,# of Times,AvgScore,HighScore,# of Times
,,,,,,,,,
631C,5M,Armstand Reverse 1/2 Somersault Tuck,1.50,30.00,35.25,6,26.31,37.50,52
631C,7M,Armstand Reverse 1/2 Somersault Tuck,1.70,0.00,0.00,0,37.49,45.05,9
631C,10M,Armstand Reverse 1/2 Somersault Tuck,1.70,0.00,0.00,0,34.94,51.00,9
631C,60M,Armstand Reverse 1/2 Somersault Tuck,2.60,0.00,0.00,0,0.00,0.00,0
631C,75M,Armstand Reverse 1/2 Somersault Tuck,3.20,0.00,0.00,0,0.00,0.00,0
631C,90M,Armstand Reverse 1/2 Somersault Tuck,3.50,0.00,0.00,0,0.00,0.00,0
632B,5M,Armstand Reverse 1 Somersault Pike,2.10,0.00,0.00,0,30.71,36.75,4
632B,7M,Armstand Reverse 1 Somersault Pike,2.20,0.00,0.00,0,0.00,0.00,0
632B,10M,Armstand Reverse 1 Somersault Pike,2.30,0.00,0.00,0,0.00,0.00,0
632C,5M,Armstand Reverse 1 Somersault Tuck,1.90,0.00,0.00,0,29.04,47.50,28
632C,7M,Armstand Reverse 1 Somersault Tuck,2.00,0.00,0.00,0,0.00,0.00,0
632C,10M,Armstand Reverse 1 Somersault Tuck,2.10,26.25,26.25,1,36.75,47.25,5
633B,5M,Armstand Reverse 1 1/2 Somersault Pike,2.40,0.00,0.00,0,0.00,0.00,0
633B,7M,Armstand Reverse 1 1/2 Somersault Pike,2.30,0.00,0.00,0,0.00,0.00,0
633B,10M,Armstand Reverse 1 1/2 Somersault Pike,2.30,0.00,0.00,0,0.00,0.00,0
633B,60M,Armstand Reverse 1 1/2 Somersault Pike,3.00,0.00,0.00,0,0.00,0.00,0
633B,75M,Armstand Reverse 1 1/2 Somersault Pike,3.70,0.00,0.00,0,0.00,0.00,0
633B,90M,Armstand Reverse 1 1/2 Somersault Pike,4.40,0.00,0.00,0,0.00,0.00,0
633C,5M,Armstand Reverse 1 1/2 Somersault Tuck,2.10,0.00,0.00,0,26.25,26.25,1
633C,7M,Armstand Reverse 1 1/2 Somersault Tuck,2.00,0.00,0.00,0,0.00,0.00,0
633C,10M,Armstand Reverse 1 1/2 Somersault Tuck,2.00,0.00,0.00,0,0.00,0.00,0
633C,60M,Armstand Reverse 1 1/2 Somersault Tuck,2.70,0.00,0.00,0,0.00,0.00,0
633C,75M,Armstand Reverse 1 1/2 Somersault Tuck,3.40,0.00,0.00,0,0.00,0.00,0
633C,90M,Armstand Reverse 1 1/2 Somersault Tuck,4.10,0.00,0.00,0,0.00,0.00,0
634B,5M,Armstand Reverse 2 Somersault Pike,3.00,0.00,0.00,0,0.00,0.00,0
634B,7M,Armstand Reverse 2 Somersault Pike,2.80,0.00,0.00,0,0.00,0.00,0
634B,10M,Armstand Reverse 2 Somersault Pike,2.90,0.00,0.00,0,0.00,0.00,0
634C,5M,Armstand Reverse 2 Somersault Tuck,2.70,0.00,0.00,0,0.00,0.00,0
634C,7M,Armstand Reverse 2 Somersault Tuck,2.50,0.00,0.00,0,19.38,28.75,4
634C,10M,Armstand Reverse 2 Somersault Tuck,2.60,0.00,0.00,0,37.08,50.70,22
635B,60M,Armstand Reverse 2 1/2 Somersault Pike,3.90,0.00,0.00,0,0.00,0.00,0
635B,75M,Armstand Reverse 2 1/2 Somersault Pike,4.60,0.00,0.00,0,0.00,0.00,0
635B,90M,Armstand Reverse 2 1/2 Somersault Pike,5.30,0.00,0.00,0,0.00,0.00,0
635C,60M,Armstand Reverse 2 1/2 Somersault Tuck,3.60,0.00,0.00,0,0.00,0.00,0
635C,75M,Armstand Reverse 2 1/2 Somersault Tuck,4.30,0.00,0.00,0,0.00,0.00,0
635C,90M,Armstand Reverse 2 1/2 Somersault Tuck,5.00,0.00,0.00,0,0.00,0.00,0
636B,10M,Armstand Reverse 3 Somersault Pike,3.60,0.00,0.00,0,0.00,0.00,0
636C,7M,Armstand Reverse 3 Somersault Tuck,3.20,0.00,0.00,0,0.00,0.00,0
636C,10M,Armstand Reverse 3 Somersault Tuck,3.40,0.00,0.00,0,73.26,84.15,5
637B,60M,Armstand Reverse 3 1/2 Somersault Pike,4.60,0.00,0.00,0,0.00,0.00,0
637B,75M,Armstand Reverse 3 1/2 Somersault Pike,5.30,0.00,0.00,0,0.00,0.00,0
637B,90M,Armstand Reverse 3 1/2 Somersault Pike,6.00,0.00,0.00,0,0.00,0.00,0
637C,60M,Armstand Reverse 3 1/2 Somersault Tuck,4.40,0.00,0.00,0,0.00,0.00,0
637C,75M,Armstand Reverse 3 1/2 Somersault Tuck,5.10,0.00,0.00,0,0.00,0.00,0
637C,90M,Armstand Reverse 3 1/2 Somersault Tuck,5.80,0.00,0.00,0,0.00,0.00,0
638B,10M,Armstand Reverse 4 Somersault Pike,4.80,0.00,0.00,0,0.00,0.00,0
638C,10M,Armstand Reverse 4 Somersault Tuck,4.60,0.00,0.00,0,0.00,0.00,0
1011C,10M,Forward  5 1/2 Somersault Pike,4.70,0.00,0.00,0,0.00,0.00,0
5101A,1M,Forward Jump 1/2 Twist Straight,1.00,15.26,21.50,197,14.91,23.00,1501
5101A,3M,Forward Jump 1/2 Twist Straight,1.00,14.27,23.00,213,14.23,32.30,1487
5101A,5M,Forward Jump 1/2 Twist Straight,1.00,0.00,0.00,0,14.93,21.00,22
5101A,7M,Forward Jump 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5101A,10M,Forward Jump 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5101D,1M,Forward Jump 1/2 Twist Free,1.00,15.13,17.00,8,14.05,23.50,204
5101D,3M,Forward Jump 1/2 Twist Free,1.00,12.38,17.50,16,12.75,22.00,312
5101D,5M,Forward Jump 1/2 Twist Free,1.00,0.00,0.00,0,12.17,14.00,3
5102A,1M,Forward Jump 1 Twist Straight,1.00,13.33,18.00,29,13.03,21.50,361
5102A,3M,Forward Jump 1 Twist Straight,1.00,13.24,19.50,25,12.10,20.00,232
5102A,5M,Forward Jump 1 Twist Straight,1.00,0.00,0.00,0,8.00,18.50,5
5102A,7M,Forward Jump 1 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5102A,10M,Forward Jump 1 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5102D,1M,Forward Jump 1 Twist Free,1.00,0.00,0.00,0,12.15,18.50,50
5102D,3M,Forward Jump 1 Twist Free,1.00,12.50,14.00,2,10.79,18.50,53
5102D,5M,Forward Jump 1 Twist Free,1.00,0.00,0.00,0,10.50,10.50,1
5104A,1M,Forward Jump 2 Twist Straight,1.00,0.00,0.00,0,12.75,14.50,2
5104A,3M,Forward Jump 2 Twist Straight,1.00,0.00,0.00,0,10.50,15.00,3
5104A,5M,Forward Jump 2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5104A,7M,Forward Jump 2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5104A,10M,Forward Jump 2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5106A,1M,Forward Jump 3 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5106A,3M,Forward Jump 3 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,1
5106A,5M,Forward Jump 3 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5106A,7M,Forward Jump 3 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5106A,10M,Forward Jump 3 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5106B,1M,Forward Jump 3 Twist Pike,1.00,0.00,0.00,0,0.00,0.00,0
5106B,3M,Forward Jump 3 Twist Pike,1.00,0.00,0.00,0,0.00,0.00,0
5106B,5M,Forward Jump 3 Twist Pike,1.00,0.00,0.00,0,0.00,0.00,0
5106B,7M,Forward Jump 3 Twist Pike,1.00,0.00,0.00,0,0.00,0.00,0
5106B,10M,Forward Jump 3 Twist Pike,1.00,0.00,0.00,0,0.00,0.00,0
5106C,1M,Forward Jump 3 Twist Tuck,1.00,0.00,0.00,0,0.00,0.00,0
5106C,3M,Forward Jump 3 Twist Tuck,1.00,0.00,0.00,0,0.00,0.00,0
5106C,5M,Forward Jump 3 Twist Tuck,1.00,0.00,0.00,0,0.00,0.00,0
5106C,7M,Forward Jump 3 Twist Tuck,1.00,0.00,0.00,0,0.00,0.00,0
5106C,10M,Forward Jump 3 Twist Tuck,1.00,0.00,0.00,0,0.00,0.00,0
5111A,1M,Forward Dive 1/2 Twist Straight,1.80,25.27,51.30,338,26.12,53.40,5760
5111A,3M,Forward Dive 1/2 Twist Straight,2.00,32.08,50.00,187,30.89,57.00,3598
5111A,5M,Forward Dive 1/2 Twist Straight,1.80,32.15,39.60,30,31.80,46.80,408
5111A,7M,Forward Dive 1/2 Twist Straight,2.00,0.00,0.00,0,37.23,53.00,13
5111A,10M,Forward Dive 1/2 Twist Straight,2.00,0.00,0.00,0,30.00,30.00,1
5111B,1M,Forward Dive 1/2 Twist Pike,1.70,21.16,36.55,23,20.40,39.10,474
5111B,3M,Forward Dive 1/2 Twist Pike,1.90,19.76,34.20,20,23.09,44.65,669
5111B,5M,Forward Dive 1/2 Twist Pike,1.70,20.40,20.40,1,18.98,28.05,24
5111B,7M,Forward Dive 1/2 Twist Pike,1.90,0.00,0.00,0,32.30,38.95,3
5111B,10M,Forward Dive 1/2 Twist Pike,1.90,0.00,0.00,0,0.00,0.00,0
5111C,1M,Forward Dive 1/2 Twist Tuck,1.60,13.29,20.80,8,16.66,31.20,167
5111C,3M,Forward Dive 1/2 Twist Tuck,1.80,27.51,31.35,4,19.34,36.90,140
5111C,5M,Forward Dive 1/2 Twist Tuck,1.60,0.00,0.00,0,20.64,24.80,5
5111C,7M,Forward Dive 1/2 Twist Tuck,1.80,0.00,0.00,0,0.00,0.00,0
5111C,10M,Forward Dive 1/2 Twist Tuck,1.80,0.00,0.00,0,0.00,0.00,0
5112A,1M,Forward Dive 1 Twist Straight,2.00,33.88,46.00,17,33.23,65.00,340
5112A,3M,Forward Dive 1 Twist Straight,2.20,39.02,60.50,17,40.20,60.50,287
5112A,5M,Forward Dive 1 Twist Straight,2.00,28.00,28.00,1,36.43,51.00,67
5112A,7M,Forward Dive 1 Twist Straight,2.20,0.00,0.00,0,0.00,0.00,0
5112A,10M,Forward Dive 1 Twist Straight,2.20,0.00,0.00,0,0.00,0.00,0
5112B,1M,Forward Dive 1 Twist Pike,1.90,34.20,36.10,2,13.68,36.10,5
5112B,3M,Forward Dive 1 Twist Pike,2.10,0.00,0.00,0,26.25,37.80,5
5112B,5M,Forward Dive 1 Twist Pike,1.90,0.00,0.00,0,0.00,0.00,0
5112B,7M,Forward Dive 1 Twist Pike,2.10,0.00,0.00,0,0.00,0.00,0
5112B,10M,Forward Dive 1 Twist Pike,2.10,0.00,0.00,0,0.00,0.00,0
5121D,1M,Forward 1 Somersault 1/2 Twist Free,1.70,19.30,36.55,1012,19.22,44.40,11264
5121D,3M,Forward 1 Somersault 1/2 Twist Free,1.80,20.91,29.70,64,19.42,40.50,413
5121D,5M,Forward 1 Somersault 1/2 Twist Free,1.70,21.59,26.35,5,22.34,39.60,29
5121D,7M,Forward 1 Somersault 1/2 Twist Free,1.80,0.00,0.00,0,23.85,24.30,2
5121D,10M,Forward 1 Somersault 1/2 Twist Free,1.90,39.52,40.85,2,38.70,51.30,22
5121D,60M,Forward 1 Somersault 1/2 Twist Free,2.40,0.00,0.00,0,0.00,0.00,0
5121D,75M,Forward 1 Somersault 1/2 Twist Free,2.90,0.00,0.00,0,0.00,0.00,0
5121D,90M,Forward 1 Somersault 1/2 Twist Free,3.40,0.00,0.00,0,0.00,0.00,0
5122D,1M,Forward 1 Somersault 1 Twist Free,1.90,25.59,42.75,2569,25.19,54.00,39287
5122D,3M,Forward 1 Somersault 1 Twist Free,2.00,21.67,49.00,16,22.69,49.00,305
5122D,5M,Forward 1 Somersault 1 Twist Free,1.90,35.15,41.80,3,33.97,48.45,26
5122D,7M,Forward 1 Somersault 1 Twist Free,2.00,0.00,0.00,0,0.00,0.00,0
5122D,10M,Forward 1 Somersault 1 Twist Free,2.10,0.00,0.00,0,42.00,42.00,1
5123D,1M,Forward 1 Somersault 1 1/2 Twist Free,2.10,17.68,43.05,6,19.95,45.68,92
5124D,1M,Forward 1 Somersault 2 Twist Free,2.30,33.62,54.05,686,33.04,59.34,9825
5124D,3M,Forward 1 Somersault 2 Twist Free,2.40,50.40,50.40,1,34.93,57.60,44
5124D,5M,Forward 1 Somersault 2 Twist Free,2.30,39.10,39.10,1,43.68,54.05,10
5124D,7M,Forward 1 Somersault 2 Twist Free,2.40,0.00,0.00,0,26.70,40.80,4
5124D,10M,Forward 1 Somersault 2 Twist Free,2.50,0.00,0.00,0,0.00,0.00,0
5126D,1M,Forward 1 Somersault 3 Twist Free,2.80,39.42,56.00,26,38.78,61.60,419
5126D,3M,Forward 1 Somersault 3 Twist Free,2.90,0.00,0.00,0,26.10,26.10,1
5131D,1M,Forward 1 1/2 Somersault 1/2 Twist Free,2.00,23.67,51.00,27,23.89,51.00,442
5131D,3M,Forward 1 1/2 Somersault 1/2 Twist Free,1.90,25.99,37.05,14,24.49,49.40,232
5131D,5M,Forward 1 1/2 Somersault 1/2 Twist Free,2.00,0.00,0.00,0,27.20,35.00,5
5131D,7M,Forward 1 1/2 Somersault 1/2 Twist Free,1.90,0.00,0.00,0,0.00,0.00,0
5131D,10M,Forward 1 1/2 Somersault 1/2 Twist Free,1.90,0.00,0.00,0,0.00,0.00,0
5132D,1M,Forward 1 1/2 Somersault 1 Twist Free,2.20,37.29,66.00,7595,37.10,66.00,85478
5132D,3M,Forward 1 1/2 Somersault 1 Twist Free,2.10,34.12,61.95,4417,34.64,63.00,65804
5132D,5M,Forward 1 1/2 Somersault 1 Twist Free,2.20,37.28,58.30,425,36.19,60.50,8095
5132D,7M,Forward 1 1/2 Somersault 1 Twist Free,2.10,38.00,50.40,84,38.24,57.75,2454
5132D,10M,Forward 1 1/2 Somersault 1 Twist Free,2.10,41.79,56.70,48,42.13,60.90,1942
5134D,1M,Forward 1 1/2 Somersault 2 Twist Free,2.60,45.21,76.70,2963,44.83,78.00,31626
5134D,3M,Forward 1 1/2 Somersault 2 Twist Free,2.50,41.25,72.50,1889,41.45,75.00,21806
5134D,5M,Forward 1 1/2 Somersault 2 Twist Free,2.60,47.47,55.90,27,43.08,65.00,526
5134D,7M,Forward 1 1/2 Somersault 2 Twist Free,2.50,44.72,60.00,9,42.13,71.25,653
5134D,10M,Forward 1 1/2 Somersault 2 Twist Free,2.50,36.67,55.00,3,45.32,61.25,50
5136D,1M,Forward 1 1/2 Somersault 3 Twist Free,3.10,46.09,65.10,49,47.67,81.38,687
5136D,3M,Forward 1 1/2 Somersault 3 Twist Free,3.00,48.09,70.50,143,48.01,81.00,2367
5136D,5M,Forward 1 1/2 Somersault 3 Twist Free,3.10,0.00,0.00,0,0.00,0.00,0
5136D,7M,Forward 1 1/2 Somersault 3 Twist Free,3.00,0.00,0.00,0,50.31,73.50,24
5136D,10M,Forward 1 1/2 Somersault 3 Twist Free,3.00,0.00,0.00,0,59.87,72.50,8
5138D,1M,Forward 1 1/2 Somersault 4 Twist Free,3.50,0.00,0.00,0,0.00,0.00,0
5138D,3M,Forward 1 1/2 Somersault 4 Twist Free,3.40,0.00,0.00,0,24.85,45.00,4
5138D,5M,Forward 1 1/2 Somersault 4 Twist Free,3.50,0.00,0.00,0,0.00,0.00,0
5138D,7M,Forward 1 1/2 Somersault 4 Twist Free,3.40,0.00,0.00,0,0.00,0.00,0
5138D,10M,Forward 1 1/2 Somersault 4 Twist Free,3.40,0.00,0.00,0,34.65,34.65,1
5141A,1M,Forward 2 Somersault 1/2 Twist Straight,2.80,0.00,0.00,0,0.00,0.00,0
5141A,3M,Forward 2 Somersault 1/2 Twist Straight,2.60,0.00,0.00,0,35.10,41.60,3
5141A,5M,Forward 2 Somersault 1/2 Twist Straight,2.80,0.00,0.00,0,0.00,0.00,0
5141A,7M,Forward 2 Somersault 1/2 Twist Straight,2.60,0.00,0.00,0,0.00,0.00,0
5141A,10M,Forward 2 Somersault 1/2 Twist Straight,2.70,0.00,0.00,0,0.00,0.00,0
5141B,1M,Forward 2 Somersault 1/2 Twist Pike,2.50,0.00,0.00,0,37.41,60.00,28
5141B,3M,Forward 2 Somersault 1/2 Twist Pike,2.30,36.32,41.40,6,41.67,55.20,78
5141B,5M,Forward 2 Somersault 1/2 Twist Pike,2.50,0.00,0.00,0,0.00,0.00,0
5141B,7M,Forward 2 Somersault 1/2 Twist Pike,2.30,0.00,0.00,0,49.45,59.80,22
5141B,10M,Forward 2 Somersault 1/2 Twist Pike,2.40,50.40,57.60,7,43.32,57.60,62
5141B,60M,Forward 2 Somersault 1/2 Twist Pike,2.50,0.00,0.00,0,0.00,0.00,0
5141B,75M,Forward 2 Somersault 1/2 Twist Pike,3.00,0.00,0.00,0,0.00,0.00,0
5141B,90M,Forward 2 Somersault 1/2 Twist Pike,3.60,0.00,0.00,0,0.00,0.00,0
5141C,1M,Forward 2 Somersault 1/2 Twist Tuck,2.40,32.40,39.60,6,36.60,54.00,22
5141C,3M,Forward 2 Somersault 1/2 Twist Tuck,2.20,51.70,51.70,1,38.90,54.12,39
5141C,5M,Forward 2 Somersault 1/2 Twist Tuck,2.40,0.00,0.00,0,24.00,30.00,4
5141C,7M,Forward 2 Somersault 1/2 Twist Tuck,2.20,49.50,49.50,1,47.85,50.60,6
5141C,10M,Forward 2 Somersault 1/2 Twist Tuck,2.30,43.70,43.70,1,40.67,55.20,11
5141C,60M,Forward 2 Somersault 1/2 Twist Tuck,2.40,0.00,0.00,0,0.00,0.00,0
5141C,75M,Forward 2 Somersault 1/2 Twist Tuck,2.90,0.00,0.00,0,0.00,0.00,0
5141C,90M,Forward 2 Somersault 1/2 Twist Tuck,3.40,0.00,0.00,0,0.00,0.00,0
5142B,1M,Forward 2 Somersault 1 Twist Pike,2.70,30.59,43.20,9,37.44,70.20,281
5142B,3M,Forward 2 Somersault 1 Twist Pike,2.50,37.99,46.88,9,38.28,58.75,71
5142B,5M,Forward 2 Somersault 1 Twist Pike,2.70,35.10,35.10,1,39.83,44.55,4
5142B,7M,Forward 2 Somersault 1 Twist Pike,2.50,0.00,0.00,0,0.00,0.00,0
5142B,10M,Forward 2 Somersault 1 Twist Pike,2.60,0.00,0.00,0,0.00,0.00,0
5142C,1M,Forward 2 Somersault 1 Twist Tuck,2.60,0.00,0.00,0,33.50,53.30,35
5143A,3M,Forward 2 Somersault 1 1/2 Twist Straight,3.00,0.00,0.00,0,31.50,31.50,1
5143B,1M,Forward 2 Somersault 1 1/2 Twist Pike,2.90,38.67,50.03,6,41.47,53.65,10
5143B,3M,Forward 2 Somersault 1 1/2 Twist Pike,2.70,0.00,0.00,0,44.15,60.75,10
5143B,10M,Forward 2 Somersault 1 1/2 Twist Pike,2.80,0.00,0.00,0,35.00,35.00,1
5143D,60M,Forward 2 Somersault 1 1/2 Twist Free,3.00,0.00,0.00,0,0.00,0.00,0
5143D,75M,Forward 2 Somersault 1 1/2 Twist Free,3.50,0.00,0.00,0,0.00,0.00,0
5143D,90M,Forward 2 Somersault 1 1/2 Twist Free,4.00,0.00,0.00,0,0.00,0.00,0
5144B,1M,Forward 2 Somersault 2 Twist Pike,3.10,0.00,0.00,0,48.60,71.30,7
5145B,3M,Forward 2 Somersault 2 1/2 Twist Pike,3.10,0.00,0.00,0,0.00,0.00,1
5145D,60M,Forward 2 Somersault 2 1/2 Twist Free,3.40,0.00,0.00,0,0.00,0.00,0
5145D,75M,Forward 2 Somersault 2 1/2 Twist Free,3.90,0.00,0.00,0,0.00,0.00,0
5145D,90M,Forward 2 Somersault 2 1/2 Twist Free,4.40,0.00,0.00,0,0.00,0.00,0
5146B,1M,Forward 2 Somersault 3 Twist Pike,3.60,0.00,0.00,0,32.40,32.40,1
5146B,3M,Forward 2 Somersault 3 Twist Pike,3.40,0.00,0.00,0,0.00,0.00,0
5147D,60M,Forward 2 Somersault 3 1/2 Twist Free,3.90,0.00,0.00,0,0.00,0.00,0
5147D,75M,Forward 2 Somersault 3 1/2 Twist Free,4.40,0.00,0.00,0,0.00,0.00,0
5147D,90M,Forward 2 Somersault 3 1/2 Twist Free,4.90,0.00,0.00,0,0.00,0.00,0
5151B,1M,Forward 2 1/2 Somersault 1/2 Twist Pike,3.00,0.00,0.00,0,0.00,0.00,0
5151B,3M,Forward 2 1/2 Somersault 1/2 Twist Pike,2.80,0.00,0.00,0,36.51,54.60,26
5151C,1M,Forward 2 1/2 Somersault 1/2 Twist Tuck,2.80,0.00,0.00,0,41.44,54.60,5
5151C,3M,Forward 2 1/2 Somersault 1/2 Twist Tuck,2.60,0.00,0.00,0,35.97,46.80,3
5152B,1M,Forward 2 1/2 Somersault 1 Twist Pike,3.20,55.48,88.80,952,56.11,91.20,7109
5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,3.00,52.95,79.50,4347,53.62,88.50,46693
5152B,5M,Forward 2 1/2 Somersault 1 Twist Pike,3.20,0.00,0.00,1,36.00,72.00,2
5152B,7M,Forward 2 1/2 Somersault 1 Twist Pike,3.00,55.02,63.00,14,50.09,74.20,335
5152B,10M,Forward 2 1/2 Somersault 1 Twist Pike,2.90,51.37,80.48,337,51.59,80.48,4081
5152C,1M,Forward 2 1/2 Somersault 1 Twist Tuck,3.00,47.00,67.50,9,45.06,70.50,217
5152C,3M,Forward 2 1/2 Somersault 1 Twist Tuck,2.80,48.16,69.30,20,44.64,73.50,592
5152C,5M,Forward 2 1/2 Somersault 1 Twist Tuck,3.00,0.00,0.00,0,0.00,0.00,0
5152C,7M,Forward 2 1/2 Somersault 1 Twist Tuck,2.80,0.00,0.00,0,42.47,60.20,18
5152C,10M,Forward 2 1/2 Somersault 1 Twist Tuck,2.70,0.00,0.00,0,42.83,56.70,11
5154B,1M,Forward 2 1/2 Somersault 2 Twist Pike,3.60,56.32,81.00,19,53.56,81.00,44
5154B,3M,Forward 2 1/2 Somersault 2 Twist Pike,3.40,62.15,86.70,1305,63.60,100.30,13995
5154B,5M,Forward 2 1/2 Somersault 2 Twist Pike,3.60,0.00,0.00,0,0.00,0.00,0
5154B,7M,Forward 2 1/2 Somersault 2 Twist Pike,3.40,0.00,0.00,0,0.00,0.00,0
5154B,10M,Forward 2 1/2 Somersault 2 Twist Pike,3.30,59.35,79.20,48,58.91,87.45,602
5154C,1M,Forward 2 1/2 Somersault 2 Twist Tuck,3.40,0.00,0.00,0,0.00,0.00,0
5154C,3M,Forward 2 1/2 Somersault 2 Twist Tuck,3.20,0.00,0.00,0,56.65,72.00,27
5154C,5M,Forward 2 1/2 Somersault 2 Twist Tuck,3.40,0.00,0.00,0,0.00,0.00,0
5154C,7M,Forward 2 1/2 Somersault 2 Twist Tuck,3.20,0.00,0.00,0,0.00,0.00,0
5154C,10M,Forward 2 1/2 Somersault 2 Twist Tuck,3.10,0.00,0.00,0,0.00,0.00,0
5156B,1M,Forward 2 1/2 Somersault 3 Twist Pike,4.10,0.00,0.00,0,0.00,0.00,1
5156B,3M,Forward 2 1/2 Somersault 3 Twist Pike,3.90,65.57,93.60,85,70.62,102.60,319
5156B,5M,Forward 2 1/2 Somersault 3 Twist Pike,4.10,0.00,0.00,0,0.00,0.00,0
5156B,7M,Forward 2 1/2 Somersault 3 Twist Pike,3.90,0.00,0.00,0,0.00,0.00,0
5156B,10M,Forward 2 1/2 Somersault 3 Twist Pike,3.80,74.92,100.70,30,78.15,102.60,98
5156C,3M,Forward 2 1/2 Somersault 3 Twist Tuck,3.70,0.00,0.00,0,0.00,0.00,0
5156C,10M,Forward 2 1/2 Somersault 3 Twist Tuck,3.60,0.00,0.00,0,0.00,0.00,0
5161B,3M,Forward 3 Somersault 1/2 Twist Pike,3.00,43.65,54.00,5,45.54,58.50,7
5161MB,60M,Forward 3 Somersaults 1/2 Tw Mid Turn Pike,3.50,0.00,0.00,0,0.00,0.00,0
5161B,60M,Forward 3 Somersault 1/2 Twist Pike,3.30,0.00,0.00,0,0.00,0.00,0
5161MB,75M,Forward 3 Somersaults 1/2 Tw Mid Turn Pike,4.00,0.00,0.00,0,0.00,0.00,0
5161B,75M,Forward 3 Somersault 1/2 Twist Pike,3.80,0.00,0.00,0,0.00,0.00,0
5161MB,90M,Forward 3 Somersaults 1/2 Tw Mid Turn Pike,4.60,0.00,0.00,0,0.00,0.00,0
5161B,90M,Forward 3 Somersault 1/2 Twist Pike,4.40,0.00,0.00,0,0.00,0.00,0
5161MC,60M,Forward 3 Somersaults 1/2 Tw Mid Turn Tuck,3.30,0.00,0.00,0,0.00,0.00,0
5161C,60M,Forward 3 Somersault 1/2 Twist Tuck,3.10,0.00,0.00,0,0.00,0.00,0
5161MC,75M,Forward 3 Somersaults 1/2 Tw Mid Turn Tuck,3.80,0.00,0.00,0,0.00,0.00,0
5161C,75M,Forward 3 Somersault 1/2 Twist Tuck,3.60,0.00,0.00,0,0.00,0.00,0
5161MC,90M,Forward 3 Somersaults 1/2 Tw Mid Turn Tuck,4.30,0.00,0.00,0,0.00,0.00,0
5161C,90M,Forward 3 Somersault 1/2 Twist Tuck,4.10,0.00,0.00,0,0.00,0.00,0
5163B,60M,Forward 3 Somersault 1 1/2 Twist Pike,3.90,0.00,0.00,0,0.00,0.00,0
5163B,75M,Forward 3 Somersault 1 1/2 Twist Pike,4.40,0.00,0.00,0,0.00,0.00,0
5163B,90M,Forward 3 Somersault 1 1/2 Twist Pike,5.00,0.00,0.00,0,0.00,0.00,0
5163C,60M,Forward 3 Somersault 1 1/2 Twist Tuck,3.60,0.00,0.00,0,0.00,0.00,0
5163C,75M,Forward 3 Somersault 1 1/2 Twist Tuck,4.10,0.00,0.00,0,0.00,0.00,0
5163C,90M,Forward 3 Somersault 1 1/2 Twist Tuck,4.60,0.00,0.00,0,0.00,0.00,0
5165B,60M,Forward 3 Somersault 2 1/2 Twist Pike,4.30,0.00,0.00,0,0.00,0.00,0
5165B,75M,Forward 3 Somersault 2 1/2 Twist Pike,4.80,0.00,0.00,0,0.00,0.00,0
5165B,90M,Forward 3 Somersault 2 1/2 Twist Pike,5.40,0.00,0.00,0,0.00,0.00,0
5165C,60M,Forward 3 Somersault 2 1/2 Twist Tuck,4.10,0.00,0.00,0,0.00,0.00,0
5165C,75M,Forward 3 Somersault 2 1/2 Twist Tuck,4.60,0.00,0.00,0,0.00,0.00,0
5165C,90M,Forward 3 Somersault 2 1/2 Twist Tuck,5.10,0.00,0.00,0,0.00,0.00,0
5172B,3M,Forward 3 1/2 Somersault 1 Twist Pike,3.70,51.80,51.80,1,62.16,68.45,5
5172B,7M,Forward 3 1/2 Somersault 1 Twist Pike,3.70,0.00,0.00,0,0.00,0.00,0
5172B,10M,Forward 3 1/2 Somersault 1 Twist Pike,3.60,0.00,0.00,0,60.60,77.40,3
5172C,3M,Forward 3 1/2 Somersault 1 Twist Tuck,3.40,0.00,0.00,0,48.09,64.60,7
5172C,7M,Forward 3 1/2 Somersault 1 Twist Tuck,3.40,0.00,0.00,0,0.00,0.00,0
5172C,10M,Forward 3 1/2 Somersault 1 Twist Tuck,3.30,0.00,0.00,0,0.00,0.00,0
5181MB,60M,Forward 4 Somersault 1/2 Tw Mid Turn Pike,4.30,0.00,0.00,0,0.00,0.00,0
